tourist_destination,review_post
Tam-awan Village,"One word I can say.. AMAZING. If only I can live on one of their huts, I will be contented forever in life. So peaceful and refreshing. I like buying all of those paintings and place it in my gallery room (if only I have a gallery room). So cool, really amazes me, and enchanting going up the wonderful hilly side as if going to heavens. 😊Best place I have been into"
Tam-awan Village,"This place is a bit different than most any other places I've been to or any other small villages of people of old. You'll want a good pair of hiking/walking-running shoes for this place since you'll be doing a lot of climbing and walking upstairs and downstairs and some of them can be quite slippery.It's doesn't take very long to visit this place. Maybe almost 2 hours and you can have a good tour of this village and what it has to offer. There's some nice pictures you can take and there's some staff who dress up as the tribe people and do a little ritual dance, which was fun to watch. The price wasn't a lot. I can't remember exactly but I remember it wasn't too much."
Tam-awan Village,It’s ok but not that exciting to go to. All you do there is just climb up a mini village
Tam-awan Village,Clean facilities.If you are an avid art enthusiast you will enjoy it here.
Tam-awan Village,"For a brief view of the Cordilleran culture, with mossy forest and fog thrillers..u can also buy paints arts"
Tam-awan Village,A great visit for a quick learning of Baguio's past culture. Good for kids too.
Tam-awan Village,"Be prepared to climb up a trail leading to the top for a nice view of nature.  Wear your rubber shoes or any time of hiking boots for easier climb. I was wearing my flats and skirt and it was a bad idea, although manageable.  You will appreciate the culture of the locals for example what their houses looked like during their time. They also have a small souvenir shop to buy a little memorabilia with you and a cafe inside."
Tam-awan Village,Nice place. Be ready to hike those stairs. They also feature a local group of dancers with their cultural igorot dance. There is also a small restaurant where we were served a local delicacy called pinikpikan.
Tam-awan Village,Not the tam-awan village that i used to go before. Hopefully more things to do here.
Tam-awan Village,A perfect place for lovers! Especially for couples who are wishing to have a child.❤️📵 - Free Wi-Fi❌ - 24H✔️ - Body Temperature Checking✔️ - Well Maintained Area✔️ - Entrance Fee of 50.00PHP❌ - Parking Area✔️ - Food Stalls✔️ - Comfort Rooms⭐⭐⭐⭐⭐ - Historical📸📸📸📸📸 - Instagrammable😊😊😊😊😊 - Enjoyable           - For Lovers & Family Bonding🌿🌿🌿🌿🌿 - Nature Tripping
Tam-awan Village,I've been here 4 years ago and I enjoyed my time here. The locals were nice and having a tour around the place made me glad because they were able to preserve their culture for the new generations to see. I heard that they have added some new attractions recently and I hope I could come back to visit again some time in the future.
Tam-awan Village,This place is a good place to know more about the life of native people in Benguet. There are guides who will tour you around the village. There is a few hike in view deck 2. The cafe is nice. I love their brewed coffee! Must try!
Tam-awan Village,"An amazing place for nature and art. The place is on a mountain where you can hike to different places like a dream catcher hut, spiritual hut and 2 view decks."
Tam-awan Village,Great showcase for Baguio artists. Artworks of various media enrich Filipinos' appreciation of own culture.  Let us support local artists by patronizing their works of art.
Tam-awan Village,"When you enter you pay a small fee. In my opinion it is so worth it. The fee helps with the up keep of the place. It's a small compound but feels like a big adventure inside. They feature small art galleries, restaurant and a viewing deck that's perfect for sunsets."
Tam-awan Village,Lot's of parked cars and hard to commute going back to burnham
Tam-awan Village,"Date of visit 2019 Dec 23.Time of visit 10.40 am to 12.50 pm.Sight Seeing 6.5.Transportation / Getting there 6.Ambience 8.Price PHP60/pax.Expected exploration time 1 to 2 hours.Sight Seeing: This is small sky jungle with a wishing well / pond, huts, dream catchers and hill top views. There is also a cafe inside. Great shots can be taken depending on your ingenuity with nature. The uphill climb has some slight risks, trek slowly and firmly on the muddy terrain, some rocks could be slippery and even dry terrain is dusty and flaky and is a slip hazard. Some parts of the trek do not have any railings to prevent an accidental downhill fall. Nevertheless, it is fairly simply uphill trek for elementary school kids with adequate caution. The only drawback is that this attraction is isolated, as compared to Camp John Hay or Mines View Park.Transportation: Transportation in Baguio for those without a private transport is either jeepney or taxi. The Jeepney begins the journey from Fairview Central Jeepney Terminal, Hilltop street. Then, it takes about 15 mins to reach Tam Awan Village.Ambience: The garden jungle provides just enough challenge for all ages. The air is fresh and clean as expected."
Tam-awan Village,Wear comfy shoes coz its a climb up. Really portrays how our native cordilleran brethren lives.
Tam-awan Village,Huge place. They will give you a map so you can guide yourselves when roaming inside. There's no too much difference compared to other landmarks in Baguio. It's like a combination of museums and view decks that were formed on the same area. It's still a cool place to go.
Tam-awan Village,It's a few tribal houses maintained like old style. And u can do little trekking.
Tam-awan Village,If you are looking for a solemn nature trip this is a good place especially if not peak season. At the same time you'll be able to appreciate the tribe's culture and art. :)
Tam-awan Village,Nature and art in one place. Not very much accessible to public transport so its best to rent a private vehicle/cab/taxi to bring you to and from this place. Entrance fee is collected for maintenance and upkeep. Some areas may be slippery especially on wet season. Late review - visit date: May 2018
Tam-awan Village,a short but very invigorating nature trip. dont try to miss this one. we had a mini hike to the top and had much fun. then we check different native house. good thing they were able to preserve it. and ofcourse the art gallery thats so wonderful. you gotta appreciate the way they did their craft. see sample of pictures. enjoy
Tam-awan Village,"Nice little place, intersting to see the artists paintings,scultures, little exhibitions in the traditionnal houses even though that's not a village. mini trek, in the beajtiful landscape around it."
Tam-awan Village,So perfect when you need some me time... Walking through the paths and discovering branched ways along the way for me is the best feeling... I find it meditating and don't forget to walk through the area with mirrors!It takes about 2 hours if you are alone and wants to discover the place by yourself... Quite difficult to reach thru public transport due to limited jeepneys so taxi is better.
Tam-awan Village,It is good for somebody visiting Baguio for the first time to go and see Taw Awan Village
Tam-awan Village,"Thank you Tam - awan villageThe place is good, so relaxing, and the igorot dance so enjoy to watch, friendly staffWe will promote this place to our friendsLove it❤️❤️❤️"
Tam-awan Village,"It's a must-go for everyone visiting Baguio. Entrance is 60 PHP per person and you'll have a helpful guide to tell tales about the Ibaloi culture from their religion to daily living.The tour lasts around one hour and you'll be taken to art exhibits, old houses, and view points.You can buy arts and crafts stuff, which I think are reasonably priced considering they monopolize the area. Many souvenir stuff there are uniquely found in the place, so if you LOVE something, buy it!You can also buy paintings and have a sketching session.They also have a restaurant that serves delicious meals. We ordered Pinikpikan (surprisingly large enough for 4 to 5 people), Pomodoro Pasta, and a bottle of Strawberry Wine (which is fair priced at 250 PHP).As a side note: Pinikpikan is a dish using chicken meat that was repeatedly beaten to death, giving it a unique taste because of the blood clots. Besides chicken, it also has salted pork (Etag)."
Tam-awan Village,I love anything ethnic and this place has a lot to offer they even has a dance show ( igorot dance)  with igorot costume. What i love here most is the gallery with paintings of different artist. They also have shop where you can buy souvenirs and if you want accommodation they have also the igorot house where you will experience first hand. Don' forget to trekk You'll love the experience.
Tam-awan Village,"A few Igorot native huts scattered in the property,  a cafe, a barebones gallery and souvenir shop,  plus a challenging hike up the hillside (Garden in the sky) which is really not advisable for elderly and not so active people,  that's all there is to this destination. Quite not worth the 60 pesos entrance fee."
Tam-awan Village,"Garden in the sky, nice place to visit if you're within Baguio and want a little hike. It has replicas of traditional Ifugao houses, small art galley, and a view deck on top."
Tam-awan Village,A native village with their natice houses. There is a resto insidrle and an artist who sketched in 20 mins of any picture but would take around 20 mins more so a total of 40 mins. The pathway to the viewdeck is unsafe specially if there would be a rain. View could not really be appreciated if there is a fog
Tam-awan Village,"This is the place where the rich cultural heritage of the Cordillerans are displayed through the ingenius artworks of many well-known artists. From paintings and drawings on display, to simple handmade accessory in their souvenir shop, there'll surely be something in store for everyone. Great for presents to friends and loved ones. I esp. loved the coffee shop/resto, nice ambience. Minimal entrance fee (P50 for adults). For students, make sure to bring your ID's to get a discount. Tip: Come during the summer months. The pathways are narrow/ascending and tends to get muddy/slippery. Wear comfortable shoes."
Tam-awan Village,"Make sure you use proper shoes for ""biglaang hiking"" haha! Better be safe than sorry because I was wearing vans shoes and it's very slippery. Overall experience is a perfect 10/10! The view, paintings, weather, food, people and the history in it are very well taken care of."
Tam-awan Village,"It was okay. View from the deck was not so good with mostly just roofs and houses. Parking is not very many. I liked the pond, the native houses. There is also a souveneir shop, an art gallery, a very short trail, and a view deck."
Tam-awan Village,"Truly a place to see in La Trinidad that preserves cultural heritage.Seniors may find it a challenge with steep climbs and stairs. But for those I saw after visiting the place, surely felt glad to have done so.Park your vehicles along the side of the road and will be asssited by attendants. PUJ's are also available for commuters.Your next stop should be Mount Costa."
Tam-awan Village,"so-so with lil kids they are short tempered this place are for those who loves nature and art at the same time...  trails are slippery. if ill got lot money and decorate home with paintings surely i know where i could buy (ill come back here). the only regret was i should start the trail at the right side instead at the left trail...  because i saw a portrait on the spot for only 150/head 30 mins to finish good remembrance to keep. (i was not able to got my portrait because of the hungry,  irritating kids with me)😕entrance fee is 50/adultkids 10-below 20/ head3ft and below -free(*paintings are for sale * souvenir shop inside* resto inside)"
Tam-awan Village,"Nice place, a bit long trail with hiking. The steps sometimes is slippery because of the moss, seniors are advisable to be escorted to prevent slippage."
Tam-awan Village,"A traditional heritage cottages and show, with small land scape of jungle, and nothing more, they have restaurant but no any traditional foods"
Tam-awan Village,Tam Awan Village - Garden in the Sky. You can find an authentic Igorot Hut with a village trail designed to adapt to the natural mountainous trail of the Cordilleras. A must have visit! A fee of 60 pesos for Adults and 40 for kids.
Tam-awan Village,One of the quiet place we've visit in Baguio
Tam-awan Village,"I have been coming here for years. The only thing that has noticeably changed is more trails on the hill and couple buildings.  Some early artist have made a name for themselves for sure. But i don't understand this place. By now with the cash that have brought in and the artists that have been through here they should have a museum, endowment, much improved artists spaces and able to support and nurture an entire community of artists.  Either way, ill keep coming, hoping one day its true potential will be borne out!"
Tam-awan Village,This place brings you closer to the arts and traditions of the indigeneous tribe of Benguet Mt. Province-- The Igorot tribe.A cultural dance is also something that you shouldn't miss!
Tam-awan Village,"Tam-awan has a great summary of Cordilleran history if you haven't discovered any of these. Moreover, the place is also a spot to pick-up souvenirs. The downsides of this spot is that it's a little ways off the city proper and it's a little underdeveloped (which in hindsight, may be because they want to keep the mountainside feel). You should be careful if you are bringing Seniors."
Tam-awan Village,it's a go-to place for art lover peeps but a tiring place to go around. haha
Tam-awan Village,A cultural historical place where the basic lives of our ancestor showcased and preserved well.
Tam-awan Village,"Entrance fee Php 60, strawberry and ube taho are available, there are Ifugao houses, cafe, sketch area and art gallery. Taxi rate from Burham is Php 110 pesos. Long wait for taxi /jeep going back to Burnham."
Tam-awan Village,"Place is cool. Nice contrast of green and red which is relaxing in the eyes. A little hike, overlooking, overall... it's refreshing."
Tam-awan Village,Very informative about the Igorots culture. I love the displayed paintings. Just be careful especially when you decide to climb the higher part of the village.
Tam-awan Village,Love the paintings here
Tam-awan Village,An immersive experience.I get to enjoy their dance performances.Will require you to traverse steep rocky climbs.
Tam-awan Village,"Good art works. But we were lost inside because of lack of signages and no one to guide us. ""Can't find the beauty of this place"" I comemented to my sister who is with me during my visit here."
Tam-awan Village,"If you are planning to visit Tam awan, you need to wear shoes because its slippery this place is a mountain so you gonna climb to see the small cottages made of wood, the small art gallery. Going there takes 20mins by taxi. And the intrance fee is 60 pesos for adult and 30 pesos for the kids."
Tam-awan Village,Don't expect too much when you go the place..entrance fee is 60 pesos for adult..they have cafe if you want to eat
Tam-awan Village,Good for long walking. Great heights. Near farmer's daughter resto. Be early or you lose the parking space.
Tam-awan Village,Awesome historical place. Must visit. Do take the guided tour. Closes like 6 pm in the evening. So plan better.
Tam-awan Village,"This is not your usual tourist destination.  The Village requires you to hike to reach the different art installations and cultural artifacts. It can be difficult for young kids.  We were actually dissuaded from climbing to the 2nd View Deck because the kids may not make the climb.  The trail around the Village was a bit slippery. However, the trails were clearly marked and the art pieces had their own name plates and descriptions.  The aroma from the cafe was also appetizing."
Tam-awan Village,"Tam-awan, meaning vantage point, is a reconstructed Cordillera village. Aside from a great view of Baguio, you are also treated to beautiful works of art by local artists, displayed in galleries around the village. Definitely a must-visit location when in Baguio!"
Tam-awan Village,Foods are great and staff are friendly! Will surely come back the next time we visit Baguio City. Highly recommended. Wi-Fi access is awesome!
Tam-awan Village,Absolutely wonderful place full of art and other hidden gems. You'll find an unlimited supply of Instagramable places for photo ops!
Tam-awan Village,April 14 2017I was in tam awan village back in april 14 2017. Its a must visit destination in baguio city and pet friendly also.
Tam-awan Village,"A must place to visit in Baguio...to understand Tam Awan's Culture and Arts.  A little exercise of your hiking ability, so be ready with your comfy shoes and enjoy the nature while visiting this village."
Tam-awan Village,Not much going on in here. Just a quick art tour around to appreciate. Involves a bit of climbing which are also slippery on the rainy season. View is honestly terrible from the view decks. There is a place to eat and have coffee here
Tam-awan Village,"A really nice cultural place to visit in while you're in Baguio. There are traditional huts, cafes, and at exhibitions held here."
Tam-awan Village,A visual artist’s sanctuary. Anyone who loves arts will love this place though it has a very creepy vibe.
Tam-awan Village,Place is ok. Perfect for nature-loving tourists.
Tam-awan Village,"The entrance fee is at PhP60.00 for adults.This isn't a living native village instead this is a man-made landscape designed for tourists to be able to take a nice hike. They have interesting plants, they have museum pieces such as a real rice granary that was used by the natives long ago, replicas of native houses and their different functions. This is a place for people who are interested to learn cultures.I recommend wearing a good pair of shoes fit for hiking as the ground tend to be slippery."
Tam-awan Village,"You can stay here in an historical hut, cottage. Walking up and down between the huts to two view points. Meet artist and and do different art class. Take taxi to go there only 60 piso, jeepney back."
Tam-awan Village,Nice garden but only takes 1/2 to an 1 hour to go through not well maintained paths supports post loss for hand rails
Tam-awan Village,Amazing view. specially in viewdeck 2. The cultural dancers are good. The place was nice. Its near Farmers daughter restaurant and igorot stone kingdom.
Tam-awan Village,This spot is worth it! Esp if u like nature tripping.Restau inside is good too!
Tam-awan Village,"The best for pictorial, and also the ambiance of the trees"
Tam-awan Village,"The place is full of art works. Not for the elderly as the steps are steep. We went when it was raining, not recommended during the rainy season"
Tam-awan Village,Nice place for learning the traditional Igorot culture and art. Also offers lots of souvenirs for tourists.
Tam-awan Village,Big area to go around and you'll see art pieces and replica artifacts of how the tribes lived. Their view deck was a bit sad cause your view was the clustered houses.
Tam-awan Village,"The view was good. If you love climbing mountains, you can go here."
Tam-awan Village,Indigenous surroundings showcasing the culture of the people! Painting workshops and galleries too!
Tam-awan Village,Great tourist spot!  Probably the best place to go in Baguio!  Did not see many tourists in Baguio and will not return. Too dirty and loud now!
Tam-awan Village,- Loved the place ❤️- Amazing staff 😍- Place is a bit slippery so be careful 😘
Tam-awan Village,If you are a nature lover you will love this place..Comes with great view deck.
Tam-awan Village,"An open museum close to nature just like Pinto Art and Bencab, P60.00 per person (2019). A twist in here is that you have go up and down with the cliffs to enjoy the views. Be careful of the unknown insects here. We went here and had multiple bites that we still dont know what insects are they."
Tam-awan Village,Too slippery.  I was more concerned on where I'm stepping.The young Igorot dancers were a joy to watch though.
Tam-awan Village,"This place is for those who appreciate art & poetry, paintings, sculptures, nature, short trek, and the like. Thank you for putting up a haven for the local artists and promoting the crafts and ingenuity of Baguio/Northern Luzon folks. The cafe is artistically designed and the food is served fresh and hot, great for cold waether. I liked all thei food choices. Taste of the local is great. The coffee smells good. I brought a Korean friend here and he loved it."
Tam-awan Village,"Has limited access for parking and not accessible for PWDs.The stairs are man made, the rails are bamboos and the steps are carved from soil which makes it muddy and slippery during rainy season.If you are going with kids or with oldies, I do not recommend going during rainy season."
Tam-awan Village,how great theifugao dancers to watch the traditional dance of ifugao
Tam-awan Village,Nice place to relax your mind. This garden is full of arts and cultural information.
Tam-awan Village,"Peaceful. If you're looking for something that is of art and nature related, this is the place to be."
Tam-awan Village,Great cultural experience. Some parts are muddy and slippery. We enjoyed our adventure here. It's far from the urban area but the experience is worthy.
Tam-awan Village,This is our last stop for our 3day Baguio Tour and it didn't dissapoint us. We get to see the different traditional houses for the rich and poor of the natives way back.
Tam-awan Village,Nice artsy Igorot village replica with house designs you could actually live in. Also nice artworks in their gallery. Too bad they don't serve any civet cat coffee. I bought two packs two years ago and it was heavenly. Now the one I bought in Sagada is not as good.
Tam-awan Village,Quick cultural immersion.  Highly recommended if you have not visited this tourist spot.
Tam-awan Village,Great place for art lover also very peaceful and cool place
Tam-awan Village,"For just 60 pesos, you get to experience the cool and quiet Tam-Awan Village. It was fun seeing works of local artists which really showed the rich culture of the place."
Tam-awan Village,Good place to visit. Need to ready your feet
Tam-awan Village,The guided tour was a little short but it was very informative.  Would highly recommend.
Tam-awan Village,"Nice place to unwind alongside the nice weather of Baguio. Although, would suggest that they'll put another view deck on top. To see the overview."
Tam-awan Village,You have to had enough energy to climb to viewdeck. The scenery is beautiful and for me its refreshing.
Tam-awan Village,Amazing Artworks
Tam-awan Village,"Place is, uhm good to visit if you have kids. And if you're really looking for the ethnic experince. No Tam-Awans to see though, would be worth it if you'd pay for the guide. The food in their restaurant is great!!"
Tam-awan Village,"If you are truly a nature lover,you can drop and visit the place,what you can see there is the old ways of living of their people,their kind of old house or kubo in the village.What i like there is the trekking i perspire a bit even its too cold in there....and be careful of the animals esp...the snake we saw a very small snake ,like the size of our smallest finger and i call the attention of the guide,and what he told us is just be careful coz we dont kill them,i am with him though.....all in all its an experience also its cold there,and please buy their products...."
Tam-awan Village,A very relaxing and peaceful place with real touch of nature..
Tam-awan Village,Good place and good hike to get to the top and take instagram-able photos.
Tam-awan Village,"Nice view over baguio, very cold weather, also its a bit big and required a little bit of hiking."
Tam-awan Village,Awesome place!!! Thank you!
Tam-awan Village,"Nice place to visit in Baguio, but very small area to walk around."
Tam-awan Village,A humble place that showcase Baguio Local Artists. A must visit in baguio.
Tam-awan Village,"I miss those times when there were real Igorot tour guides who tell you about their culture and Tamawan Village. Don't forget to go inside the huts, some of them are accessible."
Tam-awan Village,Great!
Tam-awan Village,Of all the places I've visited so far in Baguio this is where I enjoyed the most. A must visit place. Promise.
Tam-awan Village,"This is a wonderful experience, not just for me, but for my nieces and nephews too.Will definitely go back there in the future."
Tam-awan Village,First time but this place never disappoint me. I love the view from the top.
Tam-awan Village,A perfect display of Cordilleran culture located at Benguet.
Tam-awan Village,"An alternative experience in Baguio apart from the usual tourist sites. My favorite, besides the beautiful artwork of Baguio artists, is the trek up the view point to witness the Baguio sunset."
Tam-awan Village,Good place and friendly staff the boss was also very accomodating. Loved the bonfire!
Tam-awan Village,"Great place to learn about cordilleran culture and heritage. There are other places to visit within Baguio (or the whole of the Cordillera Region), but you should Tam-awan village in your itinerary."
Tam-awan Village,Where art and nature meet. But I think the entrance fee of 60 pesos may not be that reasonable.
Tam-awan Village,"Place is too small. No good spot for taking pictures. Muddy stairs, kinda dangerous."
Tam-awan Village,Nice place I enjoyed it. They got native igorot dance.
Tam-awan Village,If u like a light trail... preferrably afternoon... the cafe served good food
Tam-awan Village,Place is good if you want to see a photo gallery and watch a cultural dance and also if you want to see a beautiful sceneries of Benguet.
Tam-awan Village,"Educational..nice place to enrich cultural values. Nice Trekking place, you just have to be careful."
Tam-awan Village,Nice place to see the culture of cordillera and meet with the locals
Tam-awan Village,Awesome with free coffee  and camote due to festival
Tam-awan Village,Beautiful place that showcases art of indigenous people.
Tam-awan Village,Liked it so much the restaurant there is good too
Tam-awan Village,This place is a must visit! Shows how rich the culture of the region is.
Tam-awan Village,It's my 1st time here and I enjoyed it.
Tam-awan Village,For 60 pesos entrance it's okay. Not super big but they have a small trail and gallery. And other things Takes around a hour to see everything.
Tam-awan Village,A good place to learn about history and culture. Visit this place when it is not raining to avoid slipping along the stairs while climbing.
Tam-awan Village,This place is great but there is little to see. You may find great paintings in their art museum. You may also want your portrait to be painted by the artists that frequents there. You may also experience dancing the cordillera dance when you go there in tge weekends.
Tam-awan Village,Totally love this place just view the photo😍
Tam-awan Village,"They’ve re-opened since August. It’s my second time after more than 10 years and it is still a beautiful place to appreciate nature and Ifugao culture. We hiked, entered the typical Igorot house, breathed fresh air, feasted in a rich flora & ended with a free taste of local wines — strawberry, duhat, rice wine, over some street food. Bought a woven head band in the souvenir shop."
Tam-awan Village,Food are expensive if you don't like art what's point visiting it
Tam-awan Village,Love the arts. The ambience is great.
Tam-awan Village,Historical arts and culture
Tam-awan Village,I liked the traditional dance. The hiking trail was tough and a bit dangerous for children aged 7 below. I saw one snake passing by in front of me. I was not so shocked because the place is almost like a forest with a community inside.
Tam-awan Village,The place is good for exploring. Good stuff. The trail is very slippery specially during rainy days. You'll find no guides or anyone to ask for assistance. They have a disclosure of being not liable for any injuries occurred inside so be very careful.
Tam-awan Village,Amazing art and view in one place.
Tam-awan Village,They have rooms that you can book for an overnight stay.
Tam-awan Village,Very educational. Made me appreciate my country's culture even more.
Tam-awan Village,"Art, culture, education and fun in 1"
Tam-awan Village,A Local village with traditional cultural information and arts.
Tam-awan Village,"One of a kind place. There are 2 galleries here a souvenir shop and a cafe on site with local grown coffee and eats. All the souvenirs are local made. Follow all the paths when you are there some beautiful and unique hidden spots. Like the pathway of mirrors; the bamboo bridges, hidden koi pond, spirit house and more."
Tam-awan Village,Super nice. 😊 Amazing artworks.
Tam-awan Village,"Good place to go on a weekday where visitors are not that many. Tho on the weekend cordilleran cultural dance is presented. Honestly nothing much to see, it's basically a hillside decorated with cordilleran huts that are not that awing. Again what's good the see are the cultural dancers and the traditional cordilleran attire you can use for free that you won't look like a tourist. They also have a portrait artist who has excellent work."
Tam-awan Village,Nice place for nature lovers.
Tam-awan Village,"It's a great place to get to know the people of Tam-awan. Learn about their way of living, their culture and their art. You can also join them dance! The area is mossy though probably because of the season during our visit. But it's worth to visit."
Tam-awan Village,full of art..cool weather..awesome!!
Tam-awan Village,Not much to expect. A hundred bucks fee is not really worth it. Parking is a mess. A very risky hiking experience with a not so safe trail and stairways.
Tam-awan Village,"eat at there cafe, they'll served you an over size meals 👌👌👌"
Tam-awan Village,It was ok not that much good what we think
Tam-awan Village,"It was a bit rainy because of two tropical depressions in Luzon but the place was still open, there were still some people visiting the place. The map they provided was simple enough to understand, somedays there are cultural presentations inside but we didn't see one. The experience was quite enlightening to have to witness the eclectic art collection and the different houses of the Cordilleras."
Tam-awan Village,It is great place! But too small. They have a biggest dream catcher I ever seen. And some arts from tribe are so beautiful.P.S don't go up. Nothing there in upper view point.
Tam-awan Village,still love going to this place. it's like my comfort zone when in baguio.
Tam-awan Village,A must visit place in Baguio ! The place has a lot of steps so expect a little “hike”. The steps could get a little slippery especially if it has rained. Might not be grandparent or child friendly however the beautiful scenery is worth the hike. Must watch the cultural dance as well !
Tam-awan Village,The peak is one of my most fave points. You can really see the fog. We came here and it was rainy so I would say that the village was not as vibrant as it should be. The have a nice gallery and accomodating staff. It was also brownout when we came here and they have no gensets so yeah. I wish they could improve the stairs and the path.
Tam-awan Village,"Good place to explore to appreciate nature, art, and culture. Be sure to ask for guidance how to navigate the facility."
Tam-awan Village,So many excitement place and the dancer igorot so very good😊
Tam-awan Village,"If you're up for a quick trek, this is it. Parts of the trail are slippery too as some are moist and a bit muddy. My companions who can't make it up stayed to view the galleries that showcased the rich culture of the locals"
Tam-awan Village,"If you are into arts and culture or just in search of the perfect background for your next profile picture, this place is for you. There are colorful murals and paintings and well preserved ancient Igorot houses. There are cafes and restaurants nearby too. However, caution is proper if you are with children and elderlies because visitors need to climb some steep stairs to fully explore the whole village."
Tam-awan Village,"Family bonding, relaxing.. nice place.. friends venue..😘😍😊"
Tam-awan Village,very good place for the culturally-inclined
Tam-awan Village,We didn't really enjoy it quite slippery make sure to wear proper trekking shoes if you want to visit it and enjoy to the fullest... Entrance fee is a dollar or less so don't expect much unless you are a really really nature lover.
Tam-awan Village,"Tam-awan Village really made sure Baguio's culture will be showcased in the most authentic possible way. However, guests are not ""warned"" of the steep trek going to the viewpoint. There were no signs around the place how many more meters/steps to finish the trail. Overall, will still recommend to teens or adult tourists but not kids and seniors."
Tam-awan Village,"experience local culture and arts here. it is also an artist haven ( have your pencil sketch done by a local artist, in Dec 2019 it was PhP 300 for about 10-15 minutes live sketching). you can arrange to stay at traditional igorot house and enjoy nature in this village."
Tam-awan Village,Really liked the experience. Simple hike and it's an important good to support local culture. It's also good to be a part of helping reduce poverty around the world and especially in the Philippines.
