tourist_destination,review_post
Burnham Park,"Had we arrived during day time, we would have relished the beauty of Burnham Park to the brim. We visited there late in the evening, but we still captured the spirit of fun and calmness that this park had offered to us. Thank you people of Baguio City. Your Burnham Park is superb!"
Burnham Park,"Gone are the glory days of this park but still the local government find ways to improve the park to be more attractive to local tourist you can paddle boat ,bike ,take a picture and taste of strawberry Taho  and Also nkt forget the cold weather"
Burnham Park,"This place is iconic and sits at the heart of the city. No Baguio trip is complete without this stop as a staple.Upside: there are lots of activities you can do in this park, including boating, biking, and skating. Early in the morning, there are also different workout groups you can join (Zumba, Tai Chi, etc) At night, Harrison Street is closed for the pop-up night market. There are nice policemen helping out with directions and making sure there are no peddlers. You can have a picnic here. Every street that surrounds the park has enough going--food places, souvenir shops, ukay stores, gas station. Name it. Easy to get taxis too.Downside: when in Baguio always keep your purse in front of you. Their streets are known for petty thefts. This last trip during the pandemic we felt safer and more relaxed. Restrooms are old, they aren't that clean. You have to pay up and some cubicles are squat toilets. Just do your numbers back where you're staying.Do we recommend this place? Yes.Are we going back? Yes."
Burnham Park,"Since we came there late at night, obviously I can no longer make a detailed review of the place. Anyways, from where we sat down, I still can see the beauty of the lake. There are still a lot of people going to and from my bench. Expectedly, the place is cold. Too bad I don't have anyone with me to cuddle. Hahahaha. Will be visiting the place again soonest I will be back in Baguio."
Burnham Park,"A place for the family and groups of people. It has everything from entertainment to relaxation, from skating rinks to bikeways to fun rides and food. Parking is quite difficult to come by, so you have to be patient to get one."
Burnham Park,"Its not complete for a tourist/visitor not to see this restored park b4 he leaves the city. Walk to see and take selfie with the (dont pick) flowers, grounds, boats, trees and fountains around. The lake has few fishes and different boats designed for you to have fun rowing or just ride. Also Join free zumba or just run and walk around best every (early) dewy mornings (sometimes to catch up fogs) . Located at the center of the city and its accessible to all transportation areas some with mini buses that offers free sakay going to the mall, market, cathedral.... Accessible to food houses, recreational centers, grocery, coffffeeee shops, churches, night market, pasalubong stores, close to meetings, banks, schools and other universities, other govt entities and tge like. Youll find almost everything nearby malay mu pati jowa ma-nearby Burnham Park. So i suggest u walk. Rampa your beauty and the pogi looks😁 and its good for your health walking. Enjoy. See more and have fun staying in Baguio City."
Burnham Park,"Wallow in the cold breeze and peace here in Burnham Park Reservation.Just before leaving Baguio, my friends and I settled to hit this park for photo ops of course.We rambled the area despite the fact that in a few hours we'd leave for Manila.Noticing the kayaks afloat the lagoon, we agreed to ride one. Each has an oarsman (unlike our experience in Villa Escudero that we ought to learn how to row a canoe because no staff will go with you) yet some of us take turns in rowing our vessel. And we enjoyed it!I have forgotten if the ride is 30 minutes or more. What I vividly recall is our conversation the whole time. We amused ourselves talking about the presentiables and teasing our oarsman of it though he never really revealed who was he in favor of. The lad who rode with us is a college students according to him. In my guess, they are working to support their education. I don't know but the staff are of the same ages so I thought that they work there in order to study. They wore blue t-shirt for their uniform. Hey, you can look for them should you decide to ride a kayak and you could help send them to school.It's not a only a park where you can ruminate about life in general but it's also a park where activities can be done. Come and have a peek of it."
Burnham Park,Burnham park was clean and an amazing place to be with. It has a lot of story that you'll going to realize upon visiting.Ps. Few photos due not really a fond of phone upon visiting and busy enjoying the moment.
Burnham Park,"It was a nice experience, A man-made lake known as Burnham Lagoon, there are wooded areas, and lots of flowerbeds, there are swan boats that you can ride, aside from it, you can also jog and bike here."
Burnham Park,This is the most beautiful and colorful Burnham Park has been in a long while. It was not too crowded when I took a stroll yesterday morning.
Burnham Park,A lot of activities can be done here. The ambiance is nice. Plenty of food stands are available. Enjoyed my visit
Burnham Park,The place is improved and there are many more things to do in this wonderful place... You may have a perfect bonding place with your family and loved ones 😊
Burnham Park,"Went here mid March, on the week of Panagbenga Festival. The park was decently maintained, not a lot of litter as expected, and there were park guards at the Grandstand, especially during the event.We also went in the evening to try out their boat rides (we paid around PHP200 for 30mins, and you can rent out a boater as well if you can't row your own boat for Php50 additional fee). Definitely a decent place with benches if you want to relax and have a picnic for free. They also have bikes for rent if you want to roam around the park.Accessibility to the park maybe a little bit hard as they have designated gates for vehicle entry. If you're travelling via taxi, the drivers can only drop you off at certain gates."
Burnham Park,"Lots of things to enjoy in Burnham Park!First, you can go boating and you’ll have plenty of choices. You can ride the basic boats (manual rowing) for 30min at 150-200php or add 50php if you’re not fit for rowing and someone will do it for you. 😆 There are also boats that move by pedaling at 250php for 30min.Cycling is also fun. You can choose a bicycle, tricyle or a 4-wheel kart which cost 50-75php for 30 min. Just beware of the reckless drivers (mostly kids)!You can also have photoshoots from traditional photographers with the Igorot attire in this park. They take decent pictures and even guide you to pose for better experience. They charge 75php per 5R picture and will also send you soft copies via facebook.Fooodies! Even with the cold weather, you can never resist the strawberry and avocado ice cream. It’s at least 35php per cone (cheaper than what we bought in La Trinidad). There are also strawberry and ube taho, cotton candies, green mangoes, pomelo, guava and more which you can munch while walking or sitting.Lastly, you can just walk around and enjoy the view and weather in this park. There are lots of benches around the park to eat and rest. I even saw some families bringing food and having a dry picnic there."
Burnham Park,"Located at the center of Baguio, this park is for me the most visited place. Activities are biking, picnic, relaxing, kayaking and many more"
Burnham Park,"This park is Huge. You can do alot of stuff there with your family and friends.  Picnic, biking, boating, or just walk in the park. It's a nice place to spend you weekend chill."
Burnham Park,"spending tym with my self 😂🤣 .thank you to my partner (3 in one monopad) you saved my  DAY 🤣😂😅.the pLace are very relaxing even tho there's a lot of people visiting here, but not to crowded,  and sad to say I only have few hours to spend time hereSUNDAY05-08-22"
Burnham Park,Had a great experience visiting this place riding a boat was so great. There is also a biking place they are all in affordable prices and people are very friendly and accommodating.. Visit Baguio now and enjoy 🙂
Burnham Park,"Indeed a relaxing park to drive away negativities in life!Your trip to Baguio is never complete without coming to Burnham Park.The wide and entertaining park offers various things to do like having a small picnic, boat ride, bicycle riding, relaxing ground, jogging, walking and others provided that you comply with the rules and regulations of the city, you will enjoy everything!Other photos I indicated were taken at the Melvin Jones grand stand just beside the park."
Burnham Park,"Good place if you like boating , and cycling then it's good place for you. There some fun activities for kids available."
Burnham Park,Bawal sa maselan.Strictly starts at 9:00 PM.Some stalls could accomodate advance orders. Be prepared to stand as you eat and dine walang maupuan.Wide variety of food choices wala lang bibingka (visited sept. 2022). I found tupig 10 pesos each though haven't tried it (will come back for it.) If you're on a budget this is a must visit.Some photos indicate food prices. Hope this helps.
Burnham Park,Went there for Nostalgia. Not the park I remember from when I was younger but it was still fun.Still relatively clean and the facilities seem to still be adequately maintained.Water quality on the artificial lake could be better though.
Burnham Park,They have a lot of scenery to get pictures of. You can rent pedal and paddle boats. They all have little pedal cars. You can also dress up and take pictures in native garb.
Burnham Park,Nice park to free your mind and relax. There are boats you can rent for just 150 pesos and you can ride it for 30 minutes. There are also bikes that you can rent to ride along the park for you to enjoy the place more.
Burnham Park,"It’s ok. Lake is disgusting brown color. Most people walking around are annoying, like blocking the paths. It’s nice to run around here."
Burnham Park,"The usual first place to visit in Baguio, we enjoyed riding a swan boat in burnham lake and riding a bike. We always went here before lunch since Goodtaste one of the famous resto in Baguio is located near in this tourist spot. We bought ube taho which is 50 php you don't have any option for an amount you want to pay, the mango which is 40 php and the spicy crackers for 35 php. All in all we enjoyed this place."
Burnham Park,"One of the best place here in baguio. The famous boating. A very relaxing place. Best for families, friends and lovers."
Burnham Park,"Amazing place for quality time with family and friends. A bit crowded but that's understandable as Baguio opened for tourist this weekend. Had a great time boating, cycling with family. Indeed a great experience."
Burnham Park,"The Go To Place in Baguio!. It's a recreational park wherein you could go if you want to relax or if you wanted to feel energized you could take a bycicle for rent near. Theres also zumba sessions being held there. Theres a lot of people even when its morning. One thing weve enjoyed is the Boat Ride, kinda scary but Great! ☺️ Tips: Theres no bidae for the restrooms. If you want to poo you may use Tabo."
Burnham Park,"Burnham Park is one of the tourist spots in Baguio which is located in the heart of Baguio. You cab enjoy biking with your Family and ride a boat in the lake.l, also you will enjoy if you do walking around the place."
Burnham Park,"Hopefully, the LGU will make an effort to make the place as beautiful as before or more during holidays.Christmas lights, decorations, and the Christmas tree are being liked by people in the park, thus it may have been a good project for the city.Locals and tourists love to go here to spend time with families and hang out with friends especially during weekends and holidays, so attracting designs will entice them to go often to the place which will eventually help the local businesses in the area as well.At night time of holidays when there are many people in the park, if there are designs, it would be a great opportunity to attract more tourists to go to the city.Additionally, regarding the waste, large garbage bins or regular changing of trash bags will also help in the problem of 'full bins' as some address.The place has been one of my favorite places to go since I was a kid and I wanted it to be the same with the locals and tourists.Also, we observed that the fountains are not being played already and it kind of disappoint me and others.This coming holiday, I hope that the fountains will be on."
Burnham Park,"The most iconic park of Baguio offers all kinds of activities. In the morning, you can jog and exercise around the perimeter and after that you can join the zumba dancing. You can also have a boat riding on the burnham lake or enjoy the bike for rent along the road. If you’re tired, you can sit on the benches scattered around the park. At the rose garden, there is also a variety of food carts if you’re craving for some foods."
Burnham Park,"You will not regret it when you come here in Baguio 🇵🇭📸 especially in the months of Dec and Jan! It's so cold here, it feels like you are in another country haha! who doesn't enjoy it? sarap ulit bumalik! when kaya haha"
Burnham Park,A place you can unwind and relaxs. You can have a boat ride or ride a bicycle. Bring your family and have  picnic together.
Burnham Park,"Fun place to go to. Lot's of activities such as boating (200-300), biking(50-150) roller skating(80-120) and bumper. Also lot's of food around like ice cream, cotton candy and restos."
Burnham Park,Busy park. In the morning you can see families and groups here. Nice place to stroll.  My every trip to Baguio starts here.
Burnham Park,It's nice to walk around the place and just enjoy the climate. I had my first strawberry ice cream here 😋
Burnham Park,"You haven't gone to Baguio if you haven't gone to the Burnham Park.Early morning are sumba of all sorts. A ballroom sumba, fitness sumba with all the best strong stretches and flexing, they have dance sumba. Sumba comes in all different style from as early as 6 am to 8 am. Sumba sessions are all over the Park.Want something slow and reflective try taichi by the rose garden. Want something physical more than sumba try boxing and arnis by the lake house.Try biking in different forms They have bike with trainer wheels, bike with side cars, bike which both passenger pedals and the like...There are many hundred ways to enjoy Burnham park. One cannot exhaust the ways."
Burnham Park,Your visit in Baguio City is incomplete if you haven’t tried the very famous Swan Boat where you can roam around within the Burnham Park. It cost Php 250 to ride a boat for 5 pax. Waiting time is insanely exhausting.The weather condition is fair. The park itself is very crowded with a lot of people. Social Distancing is not maintained.
Burnham Park,"The place always evolve whenever I would visit. I went here during the pandemic, so naturally there are fewer people when I visited. Which kinda mde my visit more pleasant for me. Some areas are under renovation, which is good, that shows they are trying to take care of the place. I love the part that they revived the skating rink!  There are more bike type as well."
Burnham Park,"They say it's a popular place to go in Baguio.I liked it too, it feels like I'm in another country.There's activities like boating."
Burnham Park,"Beautiful Park, lots of activities for families. Picnic areas as well. Central to all of downtowns amenities and shopping. Jeepny station adjacent to the park so no need to have or use a vehicle if you wish to walk and not worry about finding a spot downtown to park. One of, if not the best park in thee country. Highly recommended to take time to visit."
Burnham Park,"As beautiful as ever. Biking, boating, and picture taking activities are all over the place. Parking space is hard to find at peak season."
Burnham Park,"Great place for fun and relaxation. Kids will love it. Biking, rowing, eating,  picnicking and among other activities"
Burnham Park,Always the prime landmark of Baguio. Hope they will develop it more putting a lot of picnic area and more flowers. Making the area more tidy.
Burnham Park,"Everything here should have been perfect and I would have given this place a perfect score because of its vast green spaces and cool air, aside from the various sights. However, with regards to cleanliness, I cannot just overlook the plastic bottles, food wrappeds etc. Furthermore the rides are too expensive considering the pond water is so dirty and smelly. Furthermore, this place is not safe at night. One time, when we chanced upon this place at night, there are a lot of suspicious looking people tailing you and there are some offering sexual jobs. Plus, there are no police or security people at night."
Burnham Park,The park is full of recreational activity including the massage of some native people there. 😆 For those are Abit tired after all the strolling around the city. this will definitely the last part you should visit to sit or do some rides on those cute bikes and release your inner child side.
Burnham Park,Clean and not overcrowded. Many restos to choose from. Spacious space for horseback riding
Burnham Park,The place is easily accessible by jeepneys. You can go anywhere and be back here easily because of availabilities of the jeeps in the area.Booke your hotel or any accommodation in advance when going to baguio. Because most of the hotels and places here are fully booked during weekends.Lots of people. Bring lots of patience when going here. And if you like to sit on the grass because most of the sits are taken bring some blankets or anything to place on top of the grass.Bring umbrella when you are in a trip here. Sometimes its sunny.
Burnham Park,"Good place in the heart of Baguio, there are flower shops, food stalls, activities waiting for the tourist. Lots of thing to do in Burnham Park."
Burnham Park,It was a sunny day when we went there. Park’s nice and clean. What I can say is it is lacking of bench seats to accommodate many tourists.
Burnham Park,Baguio's best landmark!Been going there since I was a kid in the 70's ❤️. Sometimes crowded but still very beautiful...
Burnham Park,"one of baguio's best tourist destination. here you can rent a bike, grab a bite of their street mangoes, singkamas, and karamay's or their famous strawberry taho. you can also ride a boat and paddle thru burnham lake at 200 php per person, if you get tired you can rest and sit and just admire the beauty of the park"
Burnham Park,"Since I am living here in Baguio City,I just go for a walk to feel the fresh air and cool breeze in this park sometimes,,I and my friends join Zumba from 7-8 am,.."
Burnham Park,"This is one of the most famous parks not just in Baguio City but in the country. Located in Jose Abad Santos Drive, in the heart of Baguio City."
Burnham Park,"A great place for dates, family get-togethers, and even enjoying some alone time."
Burnham Park,"Having been able to rest for a while, this is the 1st time I see Burnham Park so alive. Many families came out today with their picnic blankets, boats are sailing, there's a jam of bikers and vendors are earning. This is how the park was. I just hope the number of people are still controlled so as to mantain health and safety."
Burnham Park,"The Baguio breeze makes it wonderful to stroll around and ride bikes, row boats, flip skateboards and eat the local street food."
Burnham Park,"The architecture and landscape here is very good, even the foods here are very nice but a little bit expensive but worth the experience. The biking here is nice you can even rent it if you want too. If you want to yoga come here early in the morning it's fantastic."
Burnham Park,"Place gets real crowded but there’s enough attractions around the place. Swan boat ride was fun! There’s an amusement park as well, all in all had a good time here"
Burnham Park,Kids enjoying and having funSo clean place .people are very .nice
Burnham Park,"Still beautiful place and cold temp. Nice to unwind, with biking and boating experience and enjoy the view"
Burnham Park,"Still a good place to have a walk, a picnic, a boat ride, go kart, or just for hanging around."
Burnham Park,"Being the pride and joy of Baguio City, it does live up to its reputation as one of the best parks in the Philippines."
Burnham Park,It's a really good place to visit there's some fun activities also if you want to relax with your special someone or friends and family.
Burnham Park,"An expansive park at the heart of Baguio City with a man-made lagoon where visitors can rent out boats ranging from ₱200 to ₱250.  This place is a must visit at least once when you travel into Baguio City. The park gets closed off at around 7pm, but most of the main paths in the park are still open for public access."
Burnham Park,Burnham hold precious memories from my childhood up to present. It gives a different mood and attraction depending on the time of the day.
Burnham Park,"Good place for picnic, jogging, biking, boating or just chill on the benches under the tress...A few more weeks before summer ends...."
Burnham Park,"Everything here should have been perfect and I would have given this place a perfect score because of its vast green spaces and cool air, aside from the various sights.One of baguio's best tourist destination. here you can rent a bike, grab a bite of their street mangoes, singkamas, and karamay's or their famous strawberry taho. you can also ride a boat and paddle thru burnham lake at 200 php per person, if you get tired you can rest and sit and just admire the beauty of the park."
Burnham Park,"How I wish all places were like Baguio. Has a lot of parks where you can just take a walk & think, meet up with friends or even have a daye."
Burnham Park,"Nice place, there's a lot of people who jogging as early as 4AM"
Burnham Park,"Popular with locals and tourists alike for biking, boating, walking or just to relax outdoors. Also a zumba location pre-pandemic. Now that the city's covid alert level has gone down, just like the norm before, many bring blankets or mat to enjoy the park picnic style, or bring badminton rackets for a leisure game amongst family and friends. Recent addition are Dibshi jen Dibsho (an Ibaloi word which means a free book) seats that is Baguio City's initiative to promote reading.More on IG @mangan.pasyar.stories"
Burnham Park,"The place is good for walking and outdoor aerobics. We love the ambiance of the place itself. However, the trash bins that stink and smells like sour feet were everywhere."
Burnham Park,"For us couple, it was a very lovely place. We ride a bike and taste the strawberry taho which I really like."
Burnham Park,This place is full of activities you might want to try.. definitely one of spots you might add on your list.
Burnham Park,It was nice and chill. A place you can go to when you want to take a rest for a bit from your work
Burnham Park,"The park is reasonably beautiful with multiple entertainment offerings such as boat ride-paddle on your own, single to multiple passenger bike rides.. walking around is as always weather permiting nevertheless the park has its own beauty with many picture perfect spots throughout. Just don't get in the water, not sure if the pond takes in rain water but it's high on turbidity."
Burnham Park,We had a great morning at Burnham Park. Lots of things to do and lovely for a stroll in the sunshine.
Burnham Park,"It is still beautiful as it is, though the vibes has slightly changed due to pandemic before it was too active there is huge number of people. Laughters and noises are all around but now there are only few who is visiting the place."
Burnham Park,It was a nice place to visit. Very relaxing and good ambiance.   
Burnham Park,"One never tires of visiting, going around or simply enjoying the sights around Burnham park. This is the focal point of being up in Baguio. Going to Burnham park is a must when visiting. Try the night market which opens at 9pm and closes at 1am"
Burnham Park,"One of the few places in the city where you can enjoy fresh air and enjoy nature,walk under tall trees and lush greenery."
Burnham Park,"Interesting park, with lots of activities.Clean placeStaff are niceWill definitely go back"
Burnham Park,Burnham is a best place for your family or frends to explore. Kids will enjoy staying here in this park.
Burnham Park,Still is enchanting. Still iconic. Baguio is not the same without Burnham Park.
Burnham Park,Best to experience both in day or night. I  can say that this is a happy place in Baguio city
Burnham Park,"Good place to hangout especially for families. Relaxing place but can get busy especially during weekends and summer time. Public wash room is easily accessible.Lots of activities to choose from - go on a boat or bike ride, eat out at the restaurants, street food carts, or paluto kiosks, go for a walk or jog, or simply sit idle and go people-watching."
Burnham Park,"They have good prices for the activities you pay for the experience in biking and boating where it is cost-friendly for tourists but also the students, they are keeping it clean as I see every morning where you really can enjoy having exercises. Although they are fixing it they are trying to keep the Burnham park enjoyable and the spot is good because there are nearby food restaurants where you can eat after those activities. I have been able to enjoy it every after school during my junior high school years. It is very recommendable for tourist every school days where you can really enjoy your time in there"
Burnham Park,The place has a lot of people especially childrens even at night. A great place to go if you want to unwind..
Burnham Park,"This pandemic really hit Baguio city hard (most tourist place) but the good thing few or limited people so you can enjoy the view. Avoid Pollution like noise. Very calming. You can walk, jog, cycling around. And the roses at the park is really beautiful and its free! I hope they maintain the cleanliness and ordeliness of Burnham Park."
Burnham Park,"Cold park with boating lake, biking roads and masseuse on the nearby park benches.  It is comfy and cold here especially at night."
Burnham Park,Its so nice to have a little walk here and try to rent the bike to exercise.
Burnham Park,Lots of relaxing greenery and food stuff all around. Close to session road. Kids can ride bike or play in the play grounds. There's also boat riding amenities (though the water kinda stinks sometimes. What can you do 🤷)4/5 Would recommend.
Burnham Park,"This park is walking distance into the hotel that we stayed in. There are so many activities to choose from, for you not to be bored while you are staying in baguio. This place is a must visit in Baguio."
Burnham Park,It was way better than before. There are so many instagramable spots that everyone can enjoy. It was also huge place so be ready to get exhausted. Good exercise for adults but too much for seniors Lol
Burnham Park,"The park is immaculate and very well cared for, with beautiful scenery and very clean. Especially the boat ride.Lots to do and we loved the biking area and of course, the picnic spots where you can share awesome moments with your family and friends.Again, I am very sad to leave but we will always be back, my favorite place to visit."
Burnham Park,Great ambiance! Chill breeze. Crowded on weekends as expected. No smoking area.
Burnham Park,Police will tell you its ok to to park along lake drive bit still will dismantle your plate # and yoiu have to pay 500 for vehicle unattende..
Burnham Park,"Will update thie photos later on but Burnham still one of the best attraction~ Today, it's peaceful and fun to rest at, just looking at the views, people waking, laughing and taking photos. Don't know where to rest and sit with no cost? Burnham Park is your answer."
Burnham Park,What a beautiful place to relax and enjoy the cool climate while doing bike and boat riding. So exciting.😊
Burnham Park,Baguio's boating park and across is an open field for any activities and exercise.  Enjoy Baguio's cool weather and experience being a resident for a day.
Burnham Park,"One of the tourist destination here in Baguio City. There are multiple activities that you can do at the park. You can go biking, skating, picnic on the grounds, boating or just simply strolling. You can also visit the Children's Playground and let your kids enjoy playing with other children."
Burnham Park,"Offers a lot of enjoyable activities (boating, cart racing, picnic, even zumba sessions), very recommended place to visit when you're in Baguio"
Burnham Park,"It's a really nice place to walk around with family and friends. There are also different kinds of activities for all ages; cycling, go kart, zumba, skating, fishing, boating, etc. My only problem is that they are not allowing medium to extra large dogs on the park as of the moment. I hope that they will reconsider this soon."
Burnham Park,"Good for walking, jogging and exercising! While enjoying the park full of gardens you might also enjoy the boating activity at the lake. Even the sun is high, the weather is still cool!"
Burnham Park,Nice to walk around early in the morning when it's not too crowded. The is air is fresh and cold.
Burnham Park,My daughter enjoyed her time riding a go cart and  there is a playground just opposite of the go cart place.
Burnham Park,Don't forget to visit here if you're in baguio. Though only downside for me is this place can get too crowded especially during peak seasons.
Burnham Park,"You can jog here in early mornings like at 5:00 am or so, do picnics, or just hang out. Take your time, take pictures, and relax. You can do other activities here as well, like badminton. There's few shelters against the sun here so noon is not a good time if you're cautious about the sun. There are more people here during weekends, night or day, so do be wary. Comfort rooms cost a fine but is cheap. Just look for any sings if you need it."
Burnham Park,"Best public park in the Philippines. Weather its day or night, its great a place to relax a appreciate its beauty."
Burnham Park,It was crowded Friday not too many restaurants around the area. We end up at the restaurant by the Children’s skate park it was great but when we walk more we end up the GOOD TASTE restaurant that we should eat their per local said. Next time when you’re by this park go to THE GOOD TASTE restu👍🏽 The park was clean and people are friendly.
Burnham Park,It was lovely walking around the park. It's lively with people having Zumba at the park. The boat ride still exist. Nice to walk around especially in the morning. Reminded me of the past when I used to go there
Burnham Park,"The Burnham Park is still as good as it's old glory.. Every tourist, local or Foreign, young and old still don't forget to visit this place whenever they went to Baguio.. The man made lake, bicycle rental, strawberry ice cream and taho are some of the things they enjoy much..  and don't forget the cold weather.."
Burnham Park,Suitable for kidsa and very nice place/love to it fresh strawberry
Burnham Park,Park still maintains it's cleanliness and kids enjoy running because of the fresh and cool breeze
Burnham Park,at least it did not rain. so still a good weather during my visit.
Burnham Park,"A go-to destination when visiting the City of Pines. If you're looking for a morning jog, this is definitely one of those places especially around 5:30 to 7:00 in the morning.It's packed during weekends, so if you want to enjoy a stroll in the park without the crowd, try going on a weekday."
Burnham Park,"We saw the two face of Burnham Park - - during a bad weather and during a good one. We went to Baguio for a three day vacation last long weekend (Oct 29 to Nov 2). Unfortunately, the two days we spent there we spent in a bad weather. Nevertheless, we enjoyed the bike rentals. On our last day, it was very lively and full of people. It's really refreshing to be here."
Burnham Park,It felt so nice to just walk around and sit on one of the benches to just relax.
Burnham Park,"Nice place to just walk around, specially at dawn."
Burnham Park,"Very clean part. Amenities are all accessible. Lot's of flowers. Beautiful place to stroll, biking and skateboarding."
Burnham Park,"From perya vibes, rides,  aesthetic shots of the park, to lake tour. It's a must visit place in Baguio."
Burnham Park,Great place to relax in Baguio city. Access is farely good with parking spaces for those bringing their own vehicle or perhaps hop on taxis passing around. The area has many food options too. Pedestrian facilities are also maintained well. At night most light posts are operating so you won't ever feel afraid walking around. Just be ready to face a crowd though when visiting during weekends.
Burnham Park,nice and fun for kids super enjoyed ng kiddosssss a must go for family wid kids
Burnham Park,"Burnham Park has such a wonderful, mellow ambiance. There are a lot of things to do such as biking, boat riding, snacking, and just strolling down the river. There are a lot of trees and it just feels amazing to kick back and relax for a bit."
