tourist_destination,review_post
Baguio City Market,"Place is clean and well-maintained.With good police visibility, which was good as you feel secured. Vendors are organized and helpful.This is place is nostalgic, nothing much had changed since I last went here years ago."
Baguio City Market,"Always visit the market for vegetables and pasalubong shopping. Bring your own tote bag. Ask around for the best price, you will always find the lowest price towards the middle of the market."
Baguio City Market,"Clean as ever... But you have to be wiser when buying... You have to canvas, haggle price and still check whatever you bought if it's complete, just that you don't have to go back there to pick up what's missing. 😁😀"
Baguio City Market,Mahal na  ang presyo.  Look  at  different  sellers  because  the  difference  in price   go  up  to as much as 100 pesos.  Fruits and veggies  fairly priced. The   sweets and  pasalubongs really differ per stall.Best  buy  are the  yarns! Comes in all colors  and variants  
Baguio City Market,"I visited Baguio Market on weekdays so I am not really sure if its crowded every weekend. Their pasalubongs are all cheap in price. Sweets, walis tambo, tshirts, seafoods and etc. You may choose this place for pasabulongs and souvenir if you dont want to visit the good shepherd since its a bit pricey."
Baguio City Market,"if you are to buy pasalubong, here is the place to be, the area is complete of all sorts of pasalubong, from baguio's famous walis, strawberry jam, ube jam, peanut brittle etc"
Baguio City Market,"Nice market, very organize and clean esp. on the fruit seller area."
Baguio City Market,"You should never miss the market when visiting Baguio City. Love the coffee, took me almost 1hr! Its clean. Follow the traffic signs, Loading/Unloading road side."
Baguio City Market,Lots of options to see and choose from. Great value for money. This is my favorite market in the country because it's so clean and orderly.
Baguio Night Market,"Baguio Night Market is one of the best and unforgettable experiences. You have to be earlier before 9pm, that's the exciting part! cause you will see how they organize the apparel and a lot more.   You can buy a lot of branded jackets, sweatshirts and more at a cheaper price plus discounts if you know how to ask. After shopping there is a wide selection of food and drinks just a few steps beside the market. Never missed this experience if you visit Baguio City 😊"
Baguio Night Market,"They have a lot of stuff they are selling from thrift clothes down to phone cases and a lot more. As for the food, a lot to choice from like corn, barbecue,takoyaki and many more. There were a lot of people when i went there too. But it is fun to look around, buy some stuff and eat."
Baguio Night Market,"We had to wait until 9pm before the sale started proper. So amazing how all the sellers were so prepared 30 minutes to the start of the market time. The long line of people patiently waiting for both time and their turn. The security guards at the exit gate were so friendly even to remind us that we can't eat outside the market, offered us seat and entertained my friends and I with a lot of international topics. It was really great and fun being there again."
Baguio Night Market,"They started at exactly 9pm and was able to set up quickly. Although it was raining, the store continued. They put covers showing they were prepared. The local police were present but of course, you still have to take care of your belongings.PS. Photos taken using film cam"
Baguio Night Market,Baguio trip is not complete if you have not experienced the food trip and a little shopping at Baguio Night Market. Family and friends will surely enjoy the cold air outside while eating lots of food variety. Most of the ukay items here are cheaper and are good finds ❤️
Baguio Night Market,"Clean and orderly with health protocol reminders in place. Nice place to stroll around to see local market finds but it's disappointing how common souvenir goods' prices are seemingly overpriced (Good Shepherd ube jam was 20 pesos or more cheaper at Mines View Park than here). Convenient to buy though with its central location, but just be aware of potential tourist traps."
Baguio Night Market,prices of commodities are almost the same as of those in thrift shops in provinces. the place is very crowded at night and since it is near the burnham park you could see lots of people strolling at night. tourists need to be careful of their personal belongings
Baguio Night Market,"This is an interesting sales venue/event. We got there at about 8:45. The sidewalks were packed and the vendors were ready with their goods on the side of the street. At 8:55, they all extended the poles on their portable shelters. At 9pm sharp, game on. Vendors rushed to erect their shelters and set up their wares with impressive efficiency. Within just a few minutes,  the shopping looked like a feeding frenzy on Shark Week. It is crazy how this can go from a busy street with heavy traffic to a busy shopping area with people elbow to elbow, all in just about 5 minutes."
Baguio Night Market,"Lots of choices to buy from clothes, jackets, souvenir items, shoes and more. Enforcement of one-way policy can be improved as well as police visibility so as to avoid snatchers."
Baguio Night Market,"Sellers will begin setting up at at 7pm or 8pm but they will only start selling at 9PM. Food selections include favorite Filipino food such as Sisig, Pares, grilled and fried meat, corn, Balut, Kwek-Kwek, and many more. There are also sellers of Takoyaki, Shawarma, Korean Street Food such as Tteokbokki and more.On another side of the night market are stores for favorite Baguio souvenirs such as keychains, magnets, shirts, jackets, knitted sweaters and scarfs by locals, and other things to buy. Some items are pricier than in other souvenir stores in other tourist places. Prepare to walk through a long line of options."
Wright Park,"₱250/30minutes to ride a horse with a guide is not bad at all. The kids loved it. The guide was courteous, Kuya Rolly. The stroll around The Mansion and the mirror pool was my fave. The area had bike lanes and the paid restroom area had a landscaped zen like garden and was so clean. The whole area was clean and the lark was well kept. The pool had fishes on it. A few meters walk down towards botanical was a steak place you can wind down on, they have . Pine Country Steaks and Waffles! Highly recommended!"
Wright Park,Never fails to be mesmerizing. It's my 5th time to be here and I still enjoy going here. Nice to help local tourist spot and help boost their economy. Specially the ones that are striving to for it. If you love nature come here. But make sure it's the weekdays because weekends produce the most populous days to travel.
Wright Park,Part of Wright Park is under renovation. Love the view of many horses big and small. Also appreciate the efforts and presence of vendors around the park for more convenient tour. A thirty minute horseback riding is worth P300.
Wright Park,"When I was 8 yrs old we went to Baguio for a trip with my family. I wanted my child to have the same experiences and memories. Wright Park had more flowers more than 20 yrs ago. It was more beautiful. Now, even the trees are sparse and the water looks like its extremely murky. Nonetheless, I hope my boy holds these memories as precious as I hold my memories of Baguio when I was young."
Wright Park,"It is less crowded during the pandemic so we get to enjoy the park more.Great place to pass time, unwind and just to enjoy the beautiful scenery."
Wright Park,"This is where people visit for a horseback riding. As expected, there are many horses available but most of them seem unwell so we didn't tried to ride one. We just let the kid to experience it. They offer photo op with the horse and you just have to pay 50 pesos. The smell is quite not nice but understandable."
Wright Park,Nostalgic. Wright park is divided into 2. Upper and lower. The lower part is the horse backriding. The ride is 250/ 30minutes. I recommend camp john Hay if you want to horse backride because the space is limitedThe upper part is great. It is just across the Mansion. Make sure to take a photo at the long pond/reflection
Wright Park,"Ig worthy place. The fishes are cute, they all stop moving for a while. It's nice to take pictures here and also just a very refreshing place to explore. Bring a thicker mask or handkerchief because it stinks in the horse-riding area."
Wright Park,Kids enjoyed riding a horse around the city. P500/ head. Plus tip to your kuya tour guide. 😉
Wright Park,My kids enjoyed their time on top of their horses. We were the only one's in the park and we loves it.
Baguio Botanical Garden,"One of the best gardens I visited. This place  is Eden-like cozy version. If you are dreaming of going to Denmark or Amsterdam or any European countries but on a very tight budget, this is a good alternative.The place is clean, the flowers are beautiful. The ambiance of the place is relaxing. There are food stalls too where you can just sit, eat, relax, stroll and repeat.This is also a good place to propose!"
Baguio Botanical Garden,"Marvel at the best landscape architectural project I have ever seen. Don't be fooled by it's name this isn't your typical plant based attraction.This place will be very hard to explain in words so it is best if you see it in personal. It has different cultural gardens. It has a great play with elevation. It has tunnels it has great paid comfort room that brings you deep inside the rain forest. But most importantly, it has a coffee shop situated perfectly to feast your eyes with a view."
Baguio Botanical Garden,"For entrance fee of just 10 pesos, you can spend time with your friends and family in this beautiful and newly renovated garden. Go on a weekday if you can to avoid the crowd. There is a milk tea stall in the middle of the park if you want refreshments, and a cafe near the entrance. Take time to see the cacti collection. Restrooms are clean. Highly recommended to both locals and tourists."
Baguio Botanical Garden,"This is a beautiful place to visit if your staying a few days in Baguio. I saw so many different varieties of flowers and plants, that I hadn’t ever seen before. There were a lot of people here so be patient you will get your turn to view. Also there is a very low admission fee. Your camera’s are going to enjoy this location."
Baguio Botanical Garden,"Newly improved botanical garden. With improved ambiance. When you want to shoot or pictorial you need a permit @ the entrance. Don not worry for your safety there are guards roaming around. Also restrooms are within the vicinity, you need to pay for maintenance aside from the entrance fee. Enjoy the view!"
Baguio Botanical Garden,"I visited Baguio Botanical Garden twice already. My first time was in June 24, 2022, then second time was on my birthday August 4, 2022. They have an entrance fee of 10.00 pesos only. It's worth it, beyond worth it. I enjoy visiting this place. It's like everytime you visit, you still discover something new in the place. You got to experience different ambiance as they have Japanese Garden, Korean Garden and lot more. You can see lots of plants, flowers and succulents which I love. You can discover new species of plants that you do not usually or rarely see in your own place. If you go to Baguio, I recommend this place for you to visit. If I go to Baguio for the third time, I will definitely visit the Baguio Botanical Garden again."
Baguio Botanical Garden,"It's good to be back here after a decade and I liked that they have developed this place. You only need to pay P10 entrance fee which is very cheap. The rest room is very clean and spacious. There are lots of beautiful spots for picture taking but expect to share the place with lots of tourists. All in all, it's a very relaxing place worth visiting when you're in Baguio."
Baguio Botanical Garden,great place with a beautiful scenery!! if you like to walk and just admire the surroudings then this is for you! The best thing would be that the entrance fee is only 10 pesos yer you get to see a great view! Tables are also available around so I guess you can bring food for snacks there but there is also a cart inside that sells coffee.
Baguio Botanical Garden,One of the newest open attraction in Baguio after two years of closed because of pandemic.They made a lot of changes in their landscaping. It looks more beautiful now than before.Just visit and see the new scenery.
Baguio Botanical Garden,There was a 10 pesos entrance fee per person. Super nice place to walk around specially if you are into plants. The park has different sections that have their own themes. Be prepared to walk and climb stairs though
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,"The Baguio Cathedral is in the center of the city, just along session road. You have to climb up the famous stiff stairs but you have an option to go the other way. The Cathedral itself is huge and it's amazing as it's well maintained church though there's a lot of people going to mass. There's a Chapel that you can go to if you want a more secluded area and more peace."
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,"The Baguio Cathedral is right at the center of the city. You can reach it via taxi, Grab or just follow google while driving.Parking spaces are available but you will be charged per hour. There is a ticket upon entering and they’ll charge you at the exit.There is also a food court but it was closed during our visit. Restrooms have minimal charge but are clean.When we got there, we were lucky to have heard mass and see and touch the Black Nazarene visiting Baguio."
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,Well maintained church. You have to climb up the famous steep stairs or you have an option to take the other way which is easier option if you are not willing to put some leg work. Very peaceful ambiance.
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,"This church is the seat of the Roman Catholic Diocese of Baguio. We went here on a weekday. Hence, there are no crowds, and we were able to pray in peace and silence. If you want to hear Mass, go early since it is always packed with crowds especially during Sundays. There is a pay parking area in the front courtyard. As in any church in the Philippines, services are held in Filipino and English."
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,One of the famous and historical landmarks in baguio. Located @ the heart of Baguio City. A very solemn and peaceful ambiance. A must visit specially for Roman Catholic.
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,"We attended the mass around 5pm. After the said mass, we were greeted with an thick fog outside.  Happy to be back again Baguio"
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,"Our Lady of Atonement Cathedral / Baguio CathedralOur Lady of Atonement Cathedral which is popularly known as Baguio Cathedral is a Roman Catholic cathedral which was constructed in 1920 and got finished 1936.  It got its name from one of the titles given to Mary mother of Jesus. This church has a simple but elegant facade which (was) pink in color with rose style windows. It is located on top of Mount Mary Hill where visitors can access it using hundred steps stoneMy side story:I originally planned to come here after my appointment(Nov 4, 2021) at the Nationwide Health Systems Baguio Inc. but had to got to Triage first to secure a health certificate. God must have wanted me to go for adoration time before anything else bc there was surprisingly enormous surge of people at the place and each priority number takes a while to get accommodated on the counter. At that time they just called out for #26 and I got #56 on the line and was growing anxious waiting with the uncertain time I have left so i hopped in a cab and went to this beautiful city cathedral. The cathedral was like 5-10mins away from Triage so i figured I can spend a little more time there after saying my prayers. By the way, the cathedral is currently on renovation so I just managed to take a few photos inside and prayed at the Face of Jesus mini chapel located at the back of the cathedral. After 30mins, decided to go back to Triage and arrived just in time! My PN was called in within 5 mins! ☺️☺️☺️As to my experience, Baguio Cathedral is a great place for spiritual reawakening! Try to visit and see why I said so 😉 I truly feel blessed for being able to visit and spend some prayer time here. My prayers were actually half answered by the time I stepped out of the clinic(my appointment in Baguio). Baguio Cathedral is a new addition to my favorite places ❤️🙏❤️"
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,No visit to Baguio should be complete without a visit to this church. Right in the heart of rhe city accessible from The famous Session road
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,"Love that they are masses every 30mins in the morning. It's a great first stop and start to any day.Upside: it's adjacent to, and accessible via, Porta Vaga, and via Session Road. There's enough parking spaces if you're driving. The interior has been preserved and the exterior is much cleaner now. It's near SM, Session Road, etc. Very convenient.Downside: it's quite a climb but there are PWD  rails and walkways at the front (main) entrance.Do we recommend this place? YesAre we going back? Yes"
Our Lady of the Atonement Cathedral (Baguio Cathedral) - Archdiocese of Nueva Segovia,A perfect place to offer your prayers. One of the recommended locations for you to visit even when your not religious. This church is one of the longest standing place of worship and its also near session road so it's easy to access. Great for photo opts as well with your friends or loveones. Has alot of parking space so no hassles for those travelling by car.Kindly give a LIKE 👍 if this helps!Follow ME for my other REVIEWS!
Strawberry Farm - Home of Giant Strawberry Cake,"The strawberry farm was more organized now than the last time we visited. There is a huge parking space, restrooms are also available and garbage bins. The vendors are all on the side and their food maybe affordable but not very good quality. Hope they improve on this.The farm itself has been closed to the public and we were only able to close up to the gates. Despite it being closed to the public, I think this improved the farm by maximizing the space: putting lettuce below and strawberry on top (see last photo).It was fine for me that the public cannot pick strawberries for tourist purpose because it made a healthier growing environment for the strawberries. Hope people will support this so we can improve the quality of the PH Strawberry."
Strawberry Farm - Home of Giant Strawberry Cake,This is one of the go-to places when visiting Baguio City. You can buy fresh strawberries here at an affordable price. The vendors are really nice and funny. They sell strawberry flavored ice cream and taho which is a must try! The place is very scenic as well.
Strawberry Farm - Home of Giant Strawberry Cake,"When we decided to go to this strawberry farm we wanted to make sure we will be allowed to pick our own strawberries, we checked with hotel staffs in holiday Inn, taxi drivers we rode in past 2days, vendors in local market nobody was sure if the strawberry season was still on (May 22). No phone number to call and check if we will be still allowed to pick our own strawberries. We arrived at the farm and it is a huge disappointed, Place is full of mud (make sure you are not wearing your favourite shoes), garages, discarded veggies everywhere. Walked half way in mud only to be told there is no starberries and have to go to the other enterance and try our luck there. Picking strawberries is expensive than buying from the store nearby. (Paint my fence and see how fun it is). Overall it feels more like a tourist trap. Good for Instagram influencers."
Strawberry Farm - Home of Giant Strawberry Cake,"Good for shopping, not much for sightseeing or experience. Entrance fee of 10 pesos into the farms, but nothing much to see inside, and with all the strawberries harvested, there's no strawberry picking. Even the lettuce planted in this place can't be picked. But you can buy the purple and green lettuce at 50 pesos per stalk.Large strawberry farm with different owners separated by fences. It's a proper farm with workers going to and fro with their vegetable. You can take pictures here, but most spots aren't picture worthy, just take a random view.The area sells lots of goods not limited to strawberry. Vegetables are quite cheap here compared to NCR, so if you have the space or a fridge to put your haul later on, it's the best way to spend in this spot.There's a wide collection of fruit wines from strawberry, blueberry, mangosteen, Bugnay, etc, at 200 to 250 pesos per bottle, very nice. There's also a strange snake wine with aphrodisiac components for the daring, as the seller said it can also strengthen the bone. Strawberry here are sold at 150-200 per pack of about 1/4 to 1/2 kg, a little cheaper compared to other spots in Baguio that sell strawberries at 250 pesos for less the weight.There are a few canteen style lunch options, the drinks are pricey, and there's no service water or soup to go with the meals,.be prepared to pay about 180 pesos to 500 pesos for canteen style meals.There are other odd wooden toys and items for sale in this place, and strawberry taho and strawberry ice cream (the ice shaved type) here, and lots of parking space. It's a hotspot for people into buying things. Shopping is the norm here, you'll enjoy if you brought cash. Selected vendors accept GCash too, just ask them."
Strawberry Farm - Home of Giant Strawberry Cake,Went here to pick some strawberries but unfortunately it's not yet harvest season. Nice place to buy pasalubong and of course strawberries. There were a lot of stall to choose from. Be ready to bargain so you can get big discount.
Strawberry Farm - Home of Giant Strawberry Cake,"I'm not really fond of strawberries but the ones I had in the farm and pasalubong center were good. The strawberry shakes were good, too. There were a lot of shops to buy from."
Strawberry Farm - Home of Giant Strawberry Cake,"The scenery is just that great and you can buy cheaper priced strawberry goods and vegetables.Avoid fixed taxi fare coz there are passing taxis here and you won't be stranded. The fare here is like less than 200 pesos from Genesis bus terminal if no heavy traffic, but if fixed you might get charged of 600 back and forth."
Strawberry Farm - Home of Giant Strawberry Cake,"This was quite a fun experience for us. The municipality of baguio is really strict when it comes to tourists coming from neighboring towns especially to ones who came from metro-manila NCR region. Nevertheless it was a compelling assurance that the people we get in touch with are uninfected or at least vaccinated. My group had so much fun with the different products the people has showcased. What gave us more excitement was the fact that we can actually pick our own strawberry fruits. It was not an everyday experience so for us, it was rare and really special. Hope to visit the place again. The people are also very kind which made it more friendly environment. The restaurant we ate with, gave us free vegetables to take home with us. We really appreciate our time here. Thank you so much la trinidad, strawberry farm!"
Strawberry Farm - Home of Giant Strawberry Cake,"They have different varieties of pasalubong/take away treats to offer. From fresh fruits and vegetables, to the sweet and satisfying jams and other delicacy. They also sell souvenirs like Baguio printed shirts, keychains, broom, carved wood items, ref magnets and many more."
Strawberry Farm - Home of Giant Strawberry Cake,"So enjoyable, strawberrys are so delicious, fresh and so refreshing. I had taho strawberry and smoothie , Super sarap.There are great selections of vegetables, ornamental plants and herbs , just right for your culinary needs. Highly recommended"
Lion’s Head,"One of iconic tourist spots of Baguio that you shouldn't miss.During pandemic, it is recommended to strike a deal with your taxi driver to go to and fro here, coz the passing public vehicles are limited.It is not crowded during pandemic compared to before."
Lion’s Head,This is always a worthy stop-over. Everyone should pay homage to this post-modern structure for a bathroom break or a taste of that home-made strawberry ice-cream or to just take a snap of the big lion which i do all the time.
Lion’s Head,"It is quite far from the city. And as of August 2022 (during our visit) limited people are allowed in the area since the Kennon is no longer used as way going down to Manila.We were the only tourist during our visit, so you do not have to wait that long to take photos"
Lion’s Head,"The Lion'S Head:One of the most iconic tourist attraction in Baguio that you shouldn't miss! It's along Kennon Road and it's a landmark when entering Baguio City! It's free for all so have fun taking a selfie or groupies with the the beautiful sculpture made of limestone.👉 PS: You may watch, like, comment and SUBSCRIBE to my YouTube channel 😘"" Arlene Aces """
Lion’s Head,This is a marker thst tells you that you are now entering baguio city. Enjoy take some pictures and have some fun. Just make sure to clean up your mess once you start again. Better yet just tale many pictures as you can. Make as many momories as you can. And leave nothing but foot print no trash.
Lion’s Head,Good experience. We're lucky that Kennon road already opened after the earthquake incident this July 2022. None much are affected in Baguio.
Lion’s Head,Perfect time to visit around 2pm weekdays not that much of people taking photos …More
Lion’s Head,If you want picturesque views and historical settings in Benguet... this is one of them 💕
Lion’s Head,You can find out that you are fairly close to the summer capital of the Philippines at this location.Lion's Head is better to be visited on Normal Days and you should have your own car or service
Lion’s Head,One of the iconic and most visited tourist spots in Baguio. One can say that you should visit this place when you go to Baguio.There were a lot of people when we visited. There were also taho and ice cream vendors.
BenCab Museum,"Very nice museum. I enjoyed seeing arts plus a good view of a hill and trees in one of the veranda of the museum. If you're already hungry, you can order a snack at their Cafe Isabel located at the ground floor of the building. …More"
BenCab Museum,Really glad to have finally visited this place. I wouldn't wonder why sir Ben Cabrera is a National Artist. His works are magnificent and his taste on art is impeccable. Really glad the place has expanded so you get to enjoy and appreciate different types and media of art. Totally worth the time and effort. …More
BenCab Museum,"We bought an entrance ticket for 150pesos each. If you are fond of paintings, you can enjoy this place. If you want to eat in the restaurant inside the museum, make sure to bring enough money because 1 meal cost around 200pesos. When I asked the cashier how much is the bottled water, she didn't answer me. That's why I gave 4 stars😅 By the way, the bottled water cost 60pesos each😁"
BenCab Museum,It looks so good inside the museum. Taking videos and pictures with flash is not allowed though.It's also hard to get a taxi/grab there so I recommend that you bring your own car.
BenCab Museum,Must see when in Baguio for those in the art scene. They also have good cafe restaurant. Allocate a full day to tour the place and enjoy the experience the artist has brought to his guests.
BenCab Museum,"Interesting collection. I did really like some of the paintings. The view outside is also beautiful. There is a cafe at the lowest floor, will definitely try it next time."
BenCab Museum,BenCab Museum is a great place especially for art lovers like me. It houses several galleries of different artists and exhibits and a nice place for venue shows. It also has a nice café and beautiful farm and garden below the premises.• Parking Space: Ample• Staff: Super Friendly and Nice• General Admission: ₱150They are open Tuesdays to Sundays at 9AM to 6PM. Last entry for the museum is at 5:30 PM.PS: Make sure not to touch the artworks! 🙂
BenCab Museum,"This museum is very informative and of course beautiful and meaningful paintings. It has a cafe and something like mini pond that has ducks and fish which you can feed (can be bought from cafe) them. There is also a souveneir shop. Overall, it has a nice view and very calmly ❤Entrance Fee? Yes. Php150 per personCafe food price? Ranges from Php100 to Php300"
BenCab Museum,"If you are into art or just want to take artsy or hashtag cultured photos. You must visit Bencab! For only 150pesos you can enjoy various paintings from BenCab himself and other local artists.After touring around the museum and immersing yourself in art. You can take a seat on their café and order a food. The food tastes so good!! Actually, no restaurant or cafe failed me in Baguio!"
BenCab Museum,"This place is awesome. The main highlight of my Baguio trip. It features tributes to the work and life of the National Artist Benedicto Cabrera as well as highlights the history of his art. Also displayed are relics from the natives of the area.You can spend hours immersed in it all and afterwards relax and recharge at the cafe and garden at the lower deck. A bit pricey but of course taking it all in with the view makes every bite worth it. Had pares, bulalo, and basil pasta. Will definitely come back the next time we visit Baguio."
Heritage Hill and Nature Park Garden,"This place is a aesthetically pleasing for people who have brave hearts. Well, I mean, you know the history. The air near the hotel is somewhat heavy for me and my other friends. But the place as I said is beautiful.I just hope their souls rest in peace and don't mind the visitors🙃🙂🤞"
Heritage Hill and Nature Park Garden,"Last time I went here was October 2019, where you can still go inside the building and climb up to the roof top. As you go inside, you’ll get that eerie feeling. There’s a fountain in the middle part where it feels so classic and vintage.Now, It’s 2022 and I went back with my partner. Tourists are no longer allowed to go inside due to the falling debris inside the building and for safety measures. You can still take pictures outside and within the premises. They now have an entrance fee of Php10.00 per head. They are only open up until 5pmFollow to catch up with me and my reviews! ✈️"
Heritage Hill and Nature Park Garden,"The place was a bit crowded when we went in last March 20, 2022. Probably because it's the weekend and the restrictions were lifted. The place kinda gives you a creep but we find it amusing and amazing at the same time. The view is very calming as well and it's nice to take picture almost everywhere. Too bad we cannot go inside anymore not the same as 3 or 4 years ago. Overall we'd love to go back here when it's not that crowded anymore."
Heritage Hill and Nature Park Garden,"Simple and looks like it's ravaged by war kind of ambiance from the movies. Quick visit. Really old style preserved and only the façade is allowed for pics, can't get in due to renovation. There's entrance of 10 pesos for this outdoor pic. There's a garden nearby to unwind after if you like pine trees.This spot also has snack sellers, a place where you can take a break indeed.If you like old and dated, this is someplace to consider passing-by. Only, it's tough to get a solo pic at lunch time with lots of passers, so come early."
