tourist_destination,review_post
The Manor at Camp John Hay,"Expensive vs the rooms that are already old. Not very clean. Do not make a mistake of requesting for extra bed as per night cost is about 3500 where one can stay already in other newer hotels but with added privacy. Plus breakfast is not even included in very high rate. If i go back to baguio i will stay in newer hotels.Rooms: Big with nothing in them. Seemed like prepared for extra beds. Expensive but facilities are old, small bathrooms.Walkability: Has access to nearby baguio country club, can walk to techno hub where there are lots of food choices. But noy near public mRket.Food & drinks: Expensive"
The Manor at Camp John Hay,It's a very busy hotel. Took forever to get stuff brought up and we argued about motorcycle parking. They wanted us to park far away when there were amble parking spaces beside the hotel that could fit 2 expensive motorcycles. It's a good hotel but it didn't feel 5 stars. …More
The Manor at Camp John Hay,"Bell boys and guards at the lobby were pleasantly welcoming, not the case with the ladies and a gent on the front desk. Nice rooms, not the biggest. Complementary fruits upon arrival. Rooms had iron and umbrella, no robes. Our room was a bit hot since were facing the open grounds. Breakfast buffet was okay, loved the Filipino selections. Waiters could be more attentive.. Didn't know there was a complementary Jacuzzi til I we checked out lol. We were here during the earthquake and I would like to commend Manor for their prompt and much prepared response."
The Manor at Camp John Hay,"This was a nice hotel. The staff are nice and pleasant. The food is good. Rooms are good. Price was decent. I would've given this place a 5 star if not for one problem. When we arrived two of our rooms were not check-in ready. We've waited for an hour and half after check-in time to occupy  them. The staff didn't follow through had I not followed up. After many times deliberately bugging them on the phone they finally got the rooms ready, 1.5 hours later. Granted they allowed us to stay later than the regular check out time. But we didn't need to stay longer as we had a schedule to follow to take advantage of our trip. A partial refund or perhaps an upgrade would've been preferable or maybe a complementary dinner or breakfast, but we didn't get any of that, just a late check out that we didn't need. Other than this unfortunate incident everything else went great at this hotel. The vibe and smell reminds me a little bit of Big Bear Lake cabins in California. Furthermore, I was quite disappointed that there were no Christmas decorations yet. Normally this place would've been festive this time of the year, but not even a Christmas tree or a Christmas lantern is in sight. I guess they must've lost their festive spirit during the pandemic. I would've deducted another half a star for this if I had the option.Would I revisit this place again? If the promo is too good to turn down maybe. I was not blown away by my first visit. I was hoping it would've been positively memorable. If not for my family making it a special event this place would just be another hotel along the way."
The Manor at Camp John Hay,Rooms are always nice and relaxing and great for staycations. The shower needs a minute or so to heat up the water. There was a rude staff last time we were there but the manager was so apologetic and made sure we didn't see the employee the rest of our stay. Location is also perfect for us as we always stay inside CJH. …More
The Manor at Camp John Hay,"We usually go here for breakfast buffet - it's worth the penny usually. However, Last time we went for dinner (not buffet), our experience was not so good. It was a Thursday night, no special occassion and not a holiday. the place was not packed and there were several empty tables. We started ordering at 6:30pm and the main course arrived almost 2 hours later, after a few follow ups from the food servers. Salad and soups - arrived about 90 minutes after orders were placed. one order was even left out and so we had to remind the order taker that we still had one pending order - which arrived around 8:30pm, when all of us in our table (except one guest) were done eating. If the food we ordered took really that long to prepare, then it would have been nice if expectations were set in terms of how long we should be waiting, so we could have resorted to picture taking or a quick fix in SB while waiting.. or something."
The Manor at Camp John Hay,"Everything about The Manor is excellent. The rooms, food, staff were very excellent. My family have always booked here when it's holidays. I recommend staying here when going to Baguio. …More"
The Manor at Camp John Hay,"We stayed here for two days last September. My husband watched the teleserye Forevermore and wanted to go here while on vacation. This hotel is kind of old but it is beautifully maintained. The staff are all good looking, cordial and helpful. We arrived around 12nn but we didn’t have to wait long. The room was ready and they let us check in early.Our room is so spacious, it could accommodate an entire family. They gave us welcome fruits and daily trail mix we can snack on each night. I find that sweet and thoughtful. 😊 I also like that provided really good complementary coffee pods and teas. Our room is overlooking the garden. The view from our room is stunning. I like looking at mountains and beautiful cloud formations. In the evening, we can hear the band singing for guests dining at Le Chef. It’s free sound trip for me and my husband. 😜🤭There are tourists spots around the area that are walking distance. We strolled around and took lots of pictures. There’s also a place nearby where you can ride a horse and take you through an eco trail.We had a memorable stay here at the Manor. I wish we could stay longer. 😊"
The Manor at Camp John Hay,"Beautiful botonical gardens with a mix of gorgeous pines. Older and rustic rooms with no A/C. If you like it more quiet, get rooms facing the back. The front is busy and noisy due to street traffic and service entrance. I give the service 4 stars because they catered to some outside their norm services (coffee to go). Otherwise, nice but average service. Dining and food were ok. Did enjoy the Sinigang salmon belly and pork tenderloin."
The Manor at Camp John Hay,Rooms and service are ok the usual for this star class hotel.Parking spaces need to be improve though.Had to walk around 80 to 100meters from parking to hotel entrance.Yup its not much of a walk but imagine walking uphill from parking stairs. I suggest to have a golf cart/car sort of transpo..not everyone wants their car to be driven by others.
The Manor at Camp John Hay,"Nice place to dine. The raisin bread is a must try. The foos they serve is good. The overnight experience in their rooms is relaxing but can be better. While the hotel is well maintained, some upgrades in the electric wiring and plumbing might be overdue. I alao think that they cosider late check outa specially if there arent many guests. I like though that the hotel staff are nice and politeRooms: The rooms are cozy and i had a good rest. There are no electric outlets near the work area table. The toilet has to be flushed four times. The watwr heating loaes its heat after being in the shower for a while.Nearby activities: There are a lot of olaces to walk around. The hotel is well lit in the evening and ia good for a photo opSafety: We walked around the hotel vicinity in the evening and the place was relatively safeFood & drinks: The food they serve is good. The hawaiian pizza and salmon that we tried is awesome. I recommend thiugh that the bread they serve is heated"
The Manor at Camp John Hay,"A nice hotel to visit. The cold ❄️  ambient temperature is a plus. The food is delicious, staffs are kind and approachable. However, be prepared for the price of each food, room, and service. …More"
The Manor at Camp John Hay,"This hotel was a very pleasant surprise. Great atmosphere, fantastic staff and wonderful location. Great for families, romantic getaways or just relaxing and forgetting about the world. …More"
The Manor at Camp John Hay,"Price is justified given the quality of the rooms, utilities, and services. Highly recommend the spa! Food is a bit overpriced for me, but the cheese platter is reasonable with wine."
The Manor at Camp John Hay,"Traditional 5 star hotel.Rooms are fairly large. You can feel  it's an old building, though renovated to suit modern tastes.Room amenities are ok. Bring an extension cord as there are few outlets in the room for todays gadget filled lifestyle.No aircon, you dont need it here.Let the cool fresh air into your room.Overall, still five stars."
The Manor at Camp John Hay,"5 star hotel in the Summer Capital of the Philippines, my stay there was great experience, the food was also great. One thing ive notice is the parking not enough for the hotel u have to park at the nearby hotel parking but its also part of the Mano like sister hotel and it has a path walk connecting hotel and its good walk 4 our body and the ambieance is very nice malamjg refreshing habang nglalakad...👍👍👍"
The Manor at Camp John Hay,We loved this place. Very romantic and the food was great. Nice big rooms and very well appointed. …More
The Manor at Camp John Hay,"We wanted to try it out just for experience but my god the location was very inconvinient. Everything is pricey. The internet was slow, our airbnb has faster internet. Nothing to experience in the place, it was just a pricey place to sleep with convinient mode of transpo …More"
The Manor at Camp John Hay,Just celebrated our 6th year of marriage this night and have a dinner for two with my beautiful wife... Great and delicious food. Thank you very much....... …More
The Manor at Camp John Hay,A nice place to stay but rooms can be updated.  Lobby impressive.  Staff friendly and helpful.Rooms: Rooms are not updated.  Not worth the money they charge for rooms.Nearby activities: Beautiful garden and Christmas decorations.Food & drinks: Food okay but overpriced.
The Manor at Camp John Hay,Place is so relaxing. Staff are all very helpful and always ready to assist. Walking around the place gives a sense of healing
The Manor at Camp John Hay,"We booked on Agoda for our prenup, 3 weeks before the said date. Then, just a week before the scheduled accommodation, they just cancelled the reservation - no assistance to find alternative and refund still pending until now. …More"
The Manor at Camp John Hay,"Morning buffet is good, friendly staff, clean surrounding, taste food, ie tapa not salty perfectly cook,, i love it."
The Manor at Camp John Hay,Really beautiful Christmas decors! Just a bit disappointed- we weren’t able to go inside to take photos bc there was an event ongoing
The Manor at Camp John Hay,"Conveniently located at the heart of Camp John Hay - this is a big plus. Rooms are spacious and comfortable, however have this old look and feel. Hotel main parking is small and usually full. High room prices do not include breakfast. May be a good deal for groups of 4 when booked at significant discount, otherwise would recommend checking other hotels in the area."
The Manor at Camp John Hay,"for a fee P1500 dinner buffet, we enjoyed the food and family bonding. complete vaccination cards are also checked, ace masks required. there's no more ala carte served at the Le Chef resto. only buffet served breakfast time and dinner …More"
The Manor at Camp John Hay,Classy country style hotel in the forest. Enjoy the vibes here a lot. Room is clean and spacious.
The Manor at Camp John Hay,"We went there to eat dinner. The food was delicious especially the bread. I ordered salmon and it was yummy. Of course, as given, this place has expensive taste in it. …More"
The Manor at Camp John Hay,The food was superb! Our stay was panalo! Went here on official business. The best!
The Manor at Camp John Hay,"The Manor at Camp John Hay in December is wonderful. Every corner is magical. Loved the decors and family-friendly activities. The hotel is perfect for kids during Christmas time, For sure they will enjoy the outdoor film showing with picnic mats prepared for the guests, and the mini bonfire for roasting marshmallows too! :)The staff are friendly and attentive so that's a bonus. It's also worth mentioning how their valets carefully sanitize every part of your car that they touched, as well as the keys before handing it back to you. :) Those small things at this time is truly something worth appreciating.Will surely visit again soon."
The Manor at Camp John Hay,"This will be a biased review as this is the only place we stay in when in Baguio for our annual vacation. The elegance and comfort afforded by the facilities is something I haven't seen in any other place here in Baguio. The staff are all courteous, friendly, efficient - and since we are here often, recognize us as regular guests.The grounds of this hotel are expansive but always clean and we'll maintained. The indoor seating in public areas always allow for small nooks, crannies, pockets where you can just relax, have a drink, and enjoy the calming ambiance of the hotel.Admittedly this place is pricey - but it's worth every peso. Baguio to me equates to The Manor. It's not Baguio unless we stay here.Tip: book your trips in advance. We learned to reserve and pay for our next visit on the day we checkout. Therefore, we're always assured that we can be accommodated each and every time.We'll be back again in December, and I can wait for that time to come."
The Manor at Camp John Hay,I like the place even before we booked a room. I can still remember the promise I made for myself 🙂. All the staff were very courteous and helpful. We enjoyed our stay. The food was delicious. The room was clean and comfortable. I would dwfinitely come back!
The Manor at Camp John Hay,"There was a live band in an event hosted by Manor last weekend and the crowd (guests) had so much fun!The ambiance of this place is unmatched in Baguio in my opinion. It's dated but elegant vibe adds up to the overall experience when you stay here. They do have some restrictions on clothing if you dine in the hotel's restaurant.Rooms are comfortable, but if you move a lot while asleep, it may be bothersome to whoever shares the bed with you.It is few mins drive away from main attractions in the city so having a car getting there makes it easy. Hotel can organise cabs to pick you up too when needed so it's easy to get around."
The Manor at Camp John Hay,"Stopped in for the eats at the main restaurant.  A delicious selection of western style foods.  Nice views.  Not long ago this was on a closed campus, open only to US military taking some R&R. …More"
The Manor at Camp John Hay,I was there for the breakfast buffet...food is excellent! Good ambiance...great service...
The Manor at Camp John Hay,"The Manor at Camp John Hay is the ONLY ""remnant"" of the Baguio that I loved. Back in the 80's Baguio smelled like pine trees and there's zero pollution. Staying in this hotel makes you experience all that again. The food at Le Chef has not changed through the years. It's just unfortunate that you cannot make a reservation during breakfast or dinner even if you're a guest of the hotel.Another thing that I've noticed was that, you can hear the banging of doors from the hallway. Unlike before rooms were airtight that you can sleep peacefully. I hope they get to fix that.Still, The Manor will always be a 5 for me....."
The Manor at Camp John Hay,Rooms are well appointed with modern amenities. Welcome treats to room occupants are still appreciated. One of the less crowded hotel restaurants in Baguio. Staff is very courteous. Food is great. Tasted their lunch set last week and its value for money. Made some changes for my order to the listed combo and they gladly accommodated the requested change.
The Manor at Camp John Hay,Great place to stay in Baguio. The hotel is designed like a big log cabin and the service is excellent. Although you may want to book your stay 6 months ahead since this hotel is very popular in Baguio City
The Manor at Camp John Hay,"Inconsiderate management, closed early on us despite their website clearly stating store hours. Ashley Garcia was particularly rude and unaccomodating. …More"
The Manor at Camp John Hay,"We went for a quick meal and for breads at the bakery.Upside: the Manor remains a stately landmark at Camp John Hay. The staff are highly trained. The Sakura garden and its petting zoo is a pleasant addition to the Easter celebration. Also a pop-up bazaar was available at the garden.Downside: a service vehicle to and from the city would be great as a service to guests who aren't driving. Not advisable to visit without a car, it's too remote for taxis and Grab service. If you're not staying in, might not be worth checking out.Do we recommend this place? YesAre we going back? Maybe"
The Manor at Camp John Hay,Aircon not needed.Lavish Baguio's centralized air conditioning at the level of luxery.  The amenities and activities within the Manor is splendid.It is advise to have your own vehicle to get around outside the Manor.
The Manor at Camp John Hay,I loved the outdoor dining area that we had a great dinner with my partner.
The Manor at Camp John Hay,Kyle Avellano of the frontdesk knew what Filipino hospitality is all about. He would remember the guest and their activities. He really put ang extra mile for Manor's guest to feel at homeEverything is instagrammable. Spacious room and great housekeeping esp in room 310.It:s my second time to check in this year
The Manor at Camp John Hay,"Place is ok, room is spacious, and they have a mini kitchen, a ceiling fan, and ironing facilities in the room,  but for me it is already overrated since their interior and room design are dated.We booked here because we thought it is a peaceful and quiet place, but it was not. Throughout our stay, we could hear guests laughing and talking very loudly, even if they were six rooms away. Kids on the next veranda shout at the trees for no reason at all!!! We are on the 4th floor, but we can hear kids in the parking below running and shouting. When their staff is passing by our room with their rolling cart, our room vibrates. Very annoying. I hope they can maintain peace and silence on their premises.Also, they don't have in-room slippers.Toilet doesn't have an exhaust fan, or it isn't working.I love their fluffy pillows."
The Manor at Camp John Hay,"Definitely part of the top 3 places to stay at in Baguio, may also be number 1 depending on your tastes or amenities you aim to experience. The Manor is an experience on its own, and you can spend the whole day just exploring the grounds, adding this Hotel/Resort to your itinerary. The food is great, and there are delicacies that can only be tasted here. The amenities are world class, and the staff are accomodating for all your needs. The rooms are spacious, the beds and pillows are very comfortable, and the ""garden"" is another must-experience location for tourists and locals alike. Since this is a top rated lodging, the parking space they have near the entrance, albeit abundant, is almost always full; but they still have a lot of parking space at the back (The Forest Lodge) for guests. The view from the rooms is also breathtaking especially if the weather conditions align well."
The Manor at Camp John Hay,"Well what can I say, Great, awesome, superb!!! The accommodation, ambiance, the whole place, customer service, buffet and location of The Manor offers nothing but great experience."
The Manor at Camp John Hay,The ceiling fan is noisy and I can taste the charcoal on both Australian  lamb loin and Angus beef so it's hard to differentiate the taste of beef and lamb.. may be that's their chef's specialty ✌️ …More
The Manor at Camp John Hay,The interior is decent and sufficient for Baguio homey setup. The view outside is simply  stunning most especially in the afternoon. I appreciate the attentiveness of the crews particularly the valet parking crew. My car key ran out of battery. The alarm went off almost causing annoyance. They ran to the nearest store to buy a replacement. They saved me from embarrasment. 🙂
The Manor at Camp John Hay,"Checked in last January 2 to 4. The place is amazing, but service is a bit of a disappointment. Service can be improved drastically.Check in time is 3PM and we were given the room at 3:15 PM, considering we arrived and checked in so early (12 noon). Room service TAT also takes some time."
The Manor at Camp John Hay,It was an evening full of happy views. There were Christmas lights and displays. There was outdoor movie viewing paired with cool wind and great food.We first went to the bakeshop to buy pastries but the view invited us to roam around and treat our eyes with the beautiful Christmas decors all over the place.
The Manor at Camp John Hay,"I ate at the le chef restaurant and the service was very poor, food was overpriced and tasted average. Disappointed about my experience here."
The Manor at Camp John Hay,The food is excellent! Great ambiance for relaxation! Early American vibes …More
The Manor at Camp John Hay,The staff are accommodating like Marlon and his cousin. The breakfast is yummy.
The Manor at Camp John Hay,"very grand feel, good vibes, chilling and relaxing place to spend your vacation to …More"
The Manor at Camp John Hay,"Excellent service, great location, you will be well taken cared of here"
The Manor at Camp John Hay,it was great to experience real cold christmas feels at the manor hotel with their christmas village plus the fake snow added more fun and white christmas feels. they have a play area for kids and outdoor and indoor resto...
The Manor at Camp John Hay,The location is very nice the rooms are ok but for the price paid per night are not up to standard. The internet in the rooms is terrible. It’s 2022 with kids online school and people needing internet connection sad had to use pocket WiFi in the room. Carpets need to be cleaned. Staff is ok need upgrade in service. Room key card stopped working several times during the stay very frustrating. You have to pay for everything ice parking and even need to make reservations at hotel restaurant even though your a guest. Really the hotel is ok but for the amount of money you pay the total doesnt match up to the cost of the vacation. Stayed here in The past was much better maybe the pandemic had impact on the hotel.
The Manor at Camp John Hay,"Still one of the best places to visit and stay in Baguio (although we stayed at The Forest Lodge next door). They allow kids to dine in alfresco areas and roam and play in their large garden. Sadly, no breakfast buffet due to health and safety reasons. But the food is still excellent."
The Manor at Camp John Hay,"Great buffet! Awesome garden, clean rooms."
The Manor at Camp John Hay,"We've enjoyed our stay and the food here, i also bought some exclusive clothes in their souvenir shops. So happy to spend our family time here. Will definitely be back again next christmas hehe."
Lion’s Head,"One of iconic tourist spots of Baguio that you shouldn't miss.During pandemic, it is recommended to strike a deal with your taxi driver to go to and fro here, coz the passing public vehicles are limited.It is not crowded during pandemic compared to before."
Lion’s Head,This is always a worthy stop-over. Everyone should pay homage to this post-modern structure for a bathroom break or a taste of that home-made strawberry ice-cream or to just take a snap of the big lion which i do all the time.
Lion’s Head,"It is quite far from the city. And as of August 2022 (during our visit) limited people are allowed in the area since the Kennon is no longer used as way going down to Manila.We were the only tourist during our visit, so you do not have to wait that long to take photos"
Lion’s Head,"The Lion'S Head:One of the most iconic tourist attraction in Baguio that you shouldn't miss! It's along Kennon Road and it's a landmark when entering Baguio City! It's free for all so have fun taking a selfie or groupies with the the beautiful sculpture made of limestone.👉 PS: You may watch, like, comment and SUBSCRIBE to my YouTube channel 😘"" Arlene Aces """
Lion’s Head,This is a marker thst tells you that you are now entering baguio city. Enjoy take some pictures and have some fun. Just make sure to clean up your mess once you start again. Better yet just tale many pictures as you can. Make as many momories as you can. And leave nothing but foot print no trash.
Lion’s Head,Good experience. We're lucky that Kennon road already opened after the earthquake incident this July 2022. None much are affected in Baguio.
Lion’s Head,Perfect time to visit around 2pm weekdays not that much of people taking photos …More
Lion’s Head,If you want picturesque views and historical settings in Benguet... this is one of them 💕
Lion’s Head,You can find out that you are fairly close to the summer capital of the Philippines at this location.Lion's Head is better to be visited on Normal Days and you should have your own car or service
Lion’s Head,One of the iconic and most visited tourist spots in Baguio. One can say that you should visit this place when you go to Baguio.There were a lot of people when we visited. There were also taho and ice cream vendors.
Lion’s Head,20- 25 mins away from Session Road going to Kennon Road by car.Leave your ID at the checkpoint (if there is one) as sometimes Kennon Road is closed and can be used by residents only. …More
Lion’s Head,"Very underwhelming experience, the queue is very long and very crowded. It looks good in pictures and hearsays, but looks very disappointing in person …More"
Lion’s Head,This is a 40ft limestone sculpture by a Cordilleran artist commissioned by the Baguio Lions Club (a civic organization of the wealthy) during the dark era of martial law. It's a giant club ad and it's become a landmark since then. Although I think a lion doesn't fit in the Philippine context. But this is a cute stop along Kennon Road. Kids would love this. The views beside the lion showcase the mountain ranges. There's a parking lot for 10 or more vehicles beside the Lion's head. Not much to do here except take pictures and go. You can also support the local vendors by purchasing pasalubong.
Lion’s Head,"Be aware of your surroundings! Many cars are passing, parking or pulling out, but it's a fun place to take a photo😅 …More"
Lion’s Head,"Passed here dawn before daylightSouvenirs available in the areaParking along the roadTaho strawberry, of course, is available"
Lion’s Head,Baguio's forever favorite icon. Always crowded. Still a good place to drop by going to Baguio. …More
Lion’s Head,Beautiful view but the road is under construction. Date 06/24/22
Lion’s Head,"One of the most famous landmark here in Baguio, madaming turista lalo na kapag hapon. Its good see that they well maintained the head, around the area you can enjoy the strawberry taho and strawberry dirty ice cream."
Lion’s Head,Lion' Head was somewhat creepy on the its left side when facing it at night. I think they need to put on lights around the statue to look more formal and not intimidating.
Lion’s Head,Waaaayyy better landmark for Baguio than... someone's head... 😂😂
Lion’s Head,The number of souvenir stalls around the monument has mushroomed in recent years. …More
Lion’s Head,"It was amazing, and so cold that your kness can wiggle wiggle. …More"
Lion’s Head,A place where you can buy souvenirs and take some photos while stopping by on your travel way up to baguio city …More
Lion’s Head,Super ganda BOOK NOW Highly recommended @Lakbay Tourismo Travel and Tours …More
Lion’s Head,"Crowdy, but the place is still nice. Proof that you went to Kenon road. …More"
Lion’s Head,tourists spot that is just a few kilometers away from my place.
Lion’s Head,Strawberry is a must try! It was so hot in this area but we managed to take pictures. Overall nice experience!
Lion’s Head,"This is one of the landmarks that you will know you are near Baguio City. Located in Camp 6, this landmark signifies the presence of the Lion’s Club International in the City. This can be reached (when you’re coming from Baguio) within 30 minutes. There are also several pasalubong / souvenir stalls in its vicinity."
Lion’s Head,The view is nice and when we got there there a no to few people. The activity you can only do there is have a picture taken and buy some strawberry taho before going to the city.
Lion’s Head,A famous landmark going to Baguio City. …More
Lion’s Head,Baguio experience will not be complete without having a picture with the Lion😎
Lion’s Head,"Too crowded, just need to find a spot on the opposite side of the road. But enjoyed the ube flavored taho from local vendors. …More"
Lion’s Head,"Well the place is very beautiful, I fact the journey down the hill from top of the mountain until this point is beautiful. Due to landslide ahead we could not go beyond this point. Very clean and very good people around, try to click pictures in Baguio traditional dress just next to the lions head"
Lion’s Head,"Crowded and noisy but awesome to visit for souvenirs. Just a warning though you should be here early because of the traffic parked vehicles are causing and oh this place is a tourist trap, just take a photo of the big Lion's Head and head on your way."
Lion’s Head,nice 👍 . been wanting to see this ever since.
Lion’s Head,One of the most iconic landmark of Baguio is the Lion's Head. Best to visit on your way up to Baguio by driving through the scenic Kennon Road.
Lion’s Head,This spot is one of the most tourist attractions that definitely make it to your bucket list.
Lion’s Head,This iconic landmark of Baguio seems to be in disrepair when we went there. A little repainting job could make it look better.
Lion’s Head,"Livelier than ever before with snack vendors (taho, ice cream) and souvenir shops. Traffic enforcers are also helpful with parking."
Lion’s Head,There is already a parking space now just beside the statue which is very helpful
Lion’s Head,"Great, iconic monument unlike the ravaged statue of the evil plunderer/ “mega magnanakaw” on the other longer road to Baguio."
Lion’s Head,Baguio with Friends🙌🏻😌 thank you abby for driving us here😄 buti nalang. Heheh
Lion’s Head,"When we arrived at the kennon road triage, this was the first landmark we dropped by. There are lots of seller selling strawberry flavored taho. It's really good, you can also ask them to take your picture. ❤️"
Lion’s Head,"Nice view, you can picture the awesomeness of lions head structure."
Lion’s Head,"Good to be back here, lions head seems newly painted, sadly unable to capture the lions head itself due to my faulty camera, anyways the view is nice"
Lion’s Head,"Lion's Head is a popular tourist destination along Kennon Road going to Baguio. I rated 3 stars because I am of the opinion that it has lost somehow the prestige because of the too many tourist footprints. Nevertheless, it is still one of the tourist spots in Baguio, Benguet Province."
Lion’s Head,Great and nice place
Lion’s Head,"Kenon road is ""somewhat"" always closed but if you asked nicely, you'd be able to go. Lion is neat and newly painted. There were few people and almost had the place for ourselves. Less tourists while there's the nCoV scare. A viewing deck is being constructed nearby. I suggest coming here during summer. There's a need to deal with a huge crowd though."
Lion’s Head,Nice place for stopover before going to city proper via Kennon Road.Make sure your car is in good condition before going to this place.
Lion’s Head,Experience the beuatiful place in the Philippines. The summer capital. …More
Lion’s Head,"Typical statue in honor of the lions club family. But the view makes it astonishing. Too bad, mining on baguio caused the landslide that could be seen on this area."
Lion’s Head,A little crowded with everyone who wants to take a photo of the Lion's head
Lion’s Head,"Many cyclists come to take pictures here, its such a wonderful place worth to ride"
Lion’s Head,The place is good even at night. There are less people.
Lion’s Head,"Another well-known landmark associated with Baguio is the Lion's Head. It is situated in the slopes of Kennon Road. This is one spot that's also popular with tourists so we've decided to head on to Manila early in the morning to avoid the crowd eager to take selfies/groufies with this famed structure. Parking could be an issue. Just an observation, the head didn't look as nice as it was in the old days. It changed a lot through the years, funnylooking lion esp. with it's color. So artificial."
Lion’s Head,"It makes me happy I finally have pictures taken from here. Although there was a paint signage that blocks the nice view in the left side of the Lion's Head, so far it was nice."
Lion’s Head,If your lucky enough when you pass by the head there's few people you cant get your photo beside it. Unfortunately when we passed its already late and there a lot of people there so i took this way far away (so that our car wont block the road since there are plenty of cars already parked near the vicinity). …More
Lion’s Head,The Experience was great. It's just that the prices was too expensive their compared to the city. …More
Lion’s Head,An amazing placeBaguio history
Lion’s Head,One the landmarks you'll see when you're getting near at Baguio. With stalls of pasalubongs and souvenirs in the area.
Lion’s Head,"A tourist spot icon along the popular Kennon Road welcoming the visitors of Baguio City. Nothing really in here, you just have to stop for a short picture taking and that's it!"
Lion’s Head,"As always, Baguio trip will not be complete without seeing this big Lions Head. Now newly repainted and maintained and of course with shops of the sides. Compliments to the government of Baguio as they secure it with cops and it shows they have prides and taking care on their tourist spots as well as the tourists."
Lion’s Head,A baguio must visit place...
Lion’s Head,"10 minutes finished all.beside road, only make photos. But there's some male CR really can give you surprise,if you try you will be know. And beside lions head have a tree growing on the stone, it is amazing."
Lion’s Head,Davies paint signage ruined/photobomb the view. It is usually crowded especially by the vans/cars of the tourists which causes traffic. But still its a nice place to see.
Lion’s Head,"Such a beautiful place, fresh air, many people are taking photos of Lion's head."
